Day,Place,run,Muslim,Instance
6,Myebon,2,7815,myanmar2017_demo
6,Myebon,3,8032,myanmar2017_demo
6,Myebon,4,8079,myanmar2017_demo
6,Myebon,5,7882,myanmar2017_demo
6,Myebon,6,7947,myanmar2017_demo
6,Myebon,7,7944,myanmar2017_demo
6,Myebon,8,7874,myanmar2017_demo
6,Myebon,9,7920,myanmar2017_demo
6,Myebon,10,8000,myanmar2017_demo
6,Pauktaw,1,3985,myanmar2017_demo
6,Pauktaw,2,3888,myanmar2017_demo
6,Pauktaw,3,3939,myanmar2017_demo
6,Pauktaw,4,4000,myanmar2017_demo
6,Pauktaw,5,3979,myanmar2017_demo
6,Pauktaw,6,4052,myanmar2017_demo
6,Pauktaw,7,3994,myanmar2017_demo
6,Pauktaw,8,4045,myanmar2017_demo
6,Pauktaw,9,3901,myanmar2017_demo
6,Pauktaw,10,4025,myanmar2017_demo
6,Ramree,1,7035,myanmar2017_demo
6,Ramree,2,7252,myanmar2017_demo
6,Ramree,3,7117,myanmar2017_demo
6,Ramree,4,7119,myanmar2017_demo
6,Ramree,5,6866,myanmar2017_demo
6,Ramree,6,7095,myanmar2017_demo
6,Ramree,7,6993,myanmar2017_demo
6,Ramree,8,6932,myanmar2017_demo
6,Ramree,9,7139,myanmar2017_demo
6,Ramree,10,7056,myanmar2017_demo
6,Rathedaung,1,11284,myanmar2017_demo
6,Rathedaung,2,11210,myanmar2017_demo
6,Rathedaung,3,11207,myanmar2017_demo
6,Rathedaung,4,11443,myanmar2017_demo
6,Rathedaung,5,11218,myanmar2017_demo
6,Rathedaung,6,11530,myanmar2017_demo
6,Rathedaung,7,11391,myanmar2017_demo
6,Rathedaung,8,11171,myanmar2017_demo
6,Rathedaung,9,11652,myanmar2017_demo
6,Rathedaung,10,11369,myanmar2017_demo
6,Sittwe,1,9425,myanmar2017_demo
6,Sittwe,2,9471,myanmar2017_demo
6,Sittwe,3,9636,myanmar2017_demo
6,Sittwe,4,9680,myanmar2017_demo
6,Sittwe,5,9584,myanmar2017_demo
6,Sittwe,6,9428,myanmar2017_demo
6,Sittwe,7,9745,myanmar2017_demo
6,Sittwe,8,9488,myanmar2017_demo
6,Sittwe,9,9591,myanmar2017_demo
6,Sittwe,10,9551,myanmar2017_demo
7,Cox's Bazar,1,82877,myanmar2017_demo
7,Cox's Bazar,2,82226,myanmar2017_demo
7,Cox's Bazar,3,82523,myanmar2017_demo
7,Cox's Bazar,4,82764,myanmar2017_demo
7,Cox's Bazar,5,82427,myanmar2017_demo
7,Cox's Bazar,6,82487,myanmar2017_demo
7,Cox's Bazar,7,82273,myanmar2017_demo
7,Cox's Bazar,8,82599,myanmar2017_demo
7,Cox's Bazar,9,82231,myanmar2017_demo
7,Cox's Bazar,10,82418,myanmar2017_demo
7,Kyaukpyu,1,194,myanmar2017_demo
7,Kyaukpyu,2,206,myanmar2017_demo
7,Kyaukpyu,3,188,myanmar2017_demo
7,Kyaukpyu,4,223,myanmar2017_demo
7,Kyaukpyu,5,211,myanmar2017_demo
7,Kyaukpyu,6,193,myanmar2017_demo
7,Kyaukpyu,7,191,myanmar2017_demo
7,Kyaukpyu,8,191,myanmar2017_demo
7,Kyaukpyu,9,201,myanmar2017_demo
7,Kyaukpyu,10,191,myanmar2017_demo
7,Kyauktaw,1,10543,myanmar2017_demo
7,Kyauktaw,2,10383,myanmar2017_demo
7,Kyauktaw,3,10298,myanmar2017_demo
7,Kyauktaw,4,10122,myanmar2017_demo
7,Kyauktaw,5,10446,myanmar2017_demo
7,Kyauktaw,6,10627,myanmar2017_demo
7,Kyauktaw,7,10561,myanmar2017_demo
7,Kyauktaw,8,10633,myanmar2017_demo
7,Kyauktaw,9,10466,myanmar2017_demo
7,Kyauktaw,10,10512,myanmar2017_demo
7,Maungdaw,1,2080,myanmar2017_demo
7,Maungdaw,2,2054,myanmar2017_demo
7,Maungdaw,3,2041,myanmar2017_demo
7,Maungdaw,4,2007,myanmar2017_demo
7,Maungdaw,5,2068,myanmar2017_demo
7,Maungdaw,6,2114,myanmar2017_demo
7,Maungdaw,7,1994,myanmar2017_demo
7,Maungdaw,8,2067,myanmar2017_demo
7,Maungdaw,9,2130,myanmar2017_demo
7,Maungdaw,10,2039,myanmar2017_demo
7,Myebon,1,8228,myanmar2017_demo
7,Myebon,2,8078,myanmar2017_demo
7,Myebon,3,8317,myanmar2017_demo
7,Myebon,4,8274,myanmar2017_demo
7,Myebon,5,8128,myanmar2017_demo
7,Myebon,6,8178,myanmar2017_demo
7,Myebon,7,8170,myanmar2017_demo
7,Myebon,8,8128,myanmar2017_demo
7,Myebon,9,8160,myanmar2017_demo
7,Myebon,10,8207,myanmar2017_demo
7,Pauktaw,1,4383,myanmar2017_demo
7,Pauktaw,2,4351,myanmar2017_demo
7,Pauktaw,3,4359,myanmar2017_demo
7,Pauktaw,4,4477,myanmar2017_demo
7,Pauktaw,5,4368,myanmar2017_demo
7,Pauktaw,6,4497,myanmar2017_demo
7,Pauktaw,7,4426,myanmar2017_demo
7,Pauktaw,8,4451,myanmar2017_demo
7,Pauktaw,9,4324,myanmar2017_demo
7,Pauktaw,10,4413,myanmar2017_demo
7,Ramree,1,8761,myanmar2017_demo
7,Ramree,2,8941,myanmar2017_demo
7,Ramree,3,8863,myanmar2017_demo
7,Ramree,4,8941,myanmar2017_demo
7,Ramree,5,8591,myanmar2017_demo
7,Ramree,6,8861,myanmar2017_demo
7,Ramree,7,8828,myanmar2017_demo
7,Ramree,8,8672,myanmar2017_demo
7,Ramree,9,8898,myanmar2017_demo
7,Ramree,10,8831,myanmar2017_demo
7,Rathedaung,1,12645,myanmar2017_demo
7,Rathedaung,2,12597,myanmar2017_demo
7,Rathedaung,3,12546,myanmar2017_demo
7,Rathedaung,4,12866,myanmar2017_demo
7,Rathedaung,5,12522,myanmar2017_demo
7,Rathedaung,6,12910,myanmar2017_demo
7,Rathedaung,7,12723,myanmar2017_demo
7,Rathedaung,8,12484,myanmar2017_demo
7,Rathedaung,9,12997,myanmar2017_demo
7,Rathedaung,10,12709,myanmar2017_demo
7,Sittwe,1,9615,myanmar2017_demo
7,Sittwe,2,9639,myanmar2017_demo
7,Sittwe,3,9778,myanmar2017_demo
7,Sittwe,4,9762,myanmar2017_demo
7,Sittwe,5,9770,myanmar2017_demo
7,Sittwe,6,9502,myanmar2017_demo
7,Sittwe,7,9917,myanmar2017_demo
7,Sittwe,8,9689,myanmar2017_demo
7,Sittwe,9,9728,myanmar2017_demo
7,Sittwe,10,9742,myanmar2017_demo
8,Cox's Bazar,1,84844,myanmar2017_demo
8,Cox's Bazar,2,84100,myanmar2017_demo
8,Cox's Bazar,3,84454,myanmar2017_demo
8,Cox's Bazar,4,84678,myanmar2017_demo
8,Cox's Bazar,5,84402,myanmar2017_demo
8,Cox's Bazar,6,84403,myanmar2017_demo
8,Cox's Bazar,7,84196,myanmar2017_demo
8,Cox's Bazar,8,84443,myanmar2017_demo
8,Cox's Bazar,9,84103,myanmar2017_demo
8,Cox's Bazar,10,84440,myanmar2017_demo
8,Kyaukpyu,1,185,myanmar2017_demo
8,Kyaukpyu,2,196,myanmar2017_demo
8,Kyaukpyu,3,179,myanmar2017_demo
8,Kyaukpyu,4,215,myanmar2017_demo
8,Kyaukpyu,5,204,myanmar2017_demo
8,Kyaukpyu,6,185,myanmar2017_demo
8,Kyaukpyu,7,183,myanmar2017_demo
8,Kyaukpyu,8,185,myanmar2017_demo
8,Kyaukpyu,9,195,myanmar2017_demo
8,Kyaukpyu,10,180,myanmar2017_demo
8,Kyauktaw,1,11650,myanmar2017_demo
8,Kyauktaw,2,11515,myanmar2017_demo
8,Kyauktaw,3,11587,myanmar2017_demo
8,Kyauktaw,4,11348,myanmar2017_demo
8,Kyauktaw,5,11554,myanmar2017_demo
8,Kyauktaw,6,11774,myanmar2017_demo
8,Kyauktaw,7,11631,myanmar2017_demo
8,Kyauktaw,8,11769,myanmar2017_demo
8,Kyauktaw,9,11626,myanmar2017_demo
8,Kyauktaw,10,11621,myanmar2017_demo
8,Maungdaw,1,2303,myanmar2017_demo
8,Maungdaw,2,2259,myanmar2017_demo
8,Maungdaw,3,2228,myanmar2017_demo
8,Maungdaw,4,2268,myanmar2017_demo
8,Maungdaw,5,2314,myanmar2017_demo
8,Maungdaw,6,2328,myanmar2017_demo
8,Maungdaw,7,2260,myanmar2017_demo
8,Maungdaw,8,2307,myanmar2017_demo
8,Maungdaw,9,2379,myanmar2017_demo
8,Maungdaw,10,2265,myanmar2017_demo
8,Myebon,1,8475,myanmar2017_demo
8,Myebon,2,8361,myanmar2017_demo
8,Myebon,3,8608,myanmar2017_demo
8,Myebon,4,8493,myanmar2017_demo
8,Myebon,5,8373,myanmar2017_demo
8,Myebon,6,8434,myanmar2017_demo
8,Myebon,7,8398,myanmar2017_demo
8,Myebon,8,8346,myanmar2017_demo
8,Myebon,9,8478,myanmar2017_demo
8,Myebon,10,8481,myanmar2017_demo
8,Pauktaw,1,4856,myanmar2017_demo
8,Pauktaw,2,4783,myanmar2017_demo
8,Pauktaw,3,4785,myanmar2017_demo
8,Pauktaw,4,4847,myanmar2017_demo
8,Pauktaw,5,4791,myanmar2017_demo
8,Pauktaw,6,4960,myanmar2017_demo
8,Pauktaw,7,4926,myanmar2017_demo
8,Pauktaw,8,4896,myanmar2017_demo
8,Pauktaw,9,4794,myanmar2017_demo
8,Pauktaw,10,4876,myanmar2017_demo
8,Ramree,1,10669,myanmar2017_demo
8,Ramree,2,10803,myanmar2017_demo
8,Ramree,3,10805,myanmar2017_demo
8,Ramree,4,10973,myanmar2017_demo
8,Ramree,5,10507,myanmar2017_demo
8,Ramree,6,10850,myanmar2017_demo
8,Ramree,7,10833,myanmar2017_demo
8,Ramree,8,10600,myanmar2017_demo
8,Ramree,9,10851,myanmar2017_demo
8,Ramree,10,10706,myanmar2017_demo
8,Rathedaung,1,13931,myanmar2017_demo
8,Rathedaung,2,13972,myanmar2017_demo
8,Rathedaung,3,13849,myanmar2017_demo
8,Rathedaung,4,14155,myanmar2017_demo
8,Rathedaung,5,13948,myanmar2017_demo
8,Rathedaung,6,14060,myanmar2017_demo
8,Rathedaung,7,14099,myanmar2017_demo
8,Rathedaung,8,13751,myanmar2017_demo
8,Rathedaung,9,14344,myanmar2017_demo
8,Rathedaung,10,14065,myanmar2017_demo
8,Sittwe,1,9971,myanmar2017_demo
8,Sittwe,2,9984,myanmar2017_demo
8,Sittwe,3,10116,myanmar2017_demo
8,Sittwe,4,10076,myanmar2017_demo
8,Sittwe,5,10039,myanmar2017_demo
8,Sittwe,6,9849,myanmar2017_demo
8,Sittwe,7,10207,myanmar2017_demo
8,Sittwe,8,10055,myanmar2017_demo
8,Sittwe,9,10112,myanmar2017_demo
8,Sittwe,10,10082,myanmar2017_demo
9,Cox's Bazar,1,86841,myanmar2017_demo
9,Cox's Bazar,2,86125,myanmar2017_demo
9,Cox's Bazar,3,86476,myanmar2017_demo
9,Cox's Bazar,4,86645,myanmar2017_demo
9,Cox's Bazar,5,86452,myanmar2017_demo
9,Cox's Bazar,6,86404,myanmar2017_demo
9,Cox's Bazar,7,86272,myanmar2017_demo
9,Cox's Bazar,8,86401,myanmar2017_demo
9,Cox's Bazar,9,86039,myanmar2017_demo
9,Cox's Bazar,10,86503,myanmar2017_demo
9,Kyaukpyu,1,181,myanmar2017_demo
9,Kyaukpyu,2,186,myanmar2017_demo
9,Kyaukpyu,3,175,myanmar2017_demo
9,Kyaukpyu,4,204,myanmar2017_demo
9,Kyaukpyu,5,194,myanmar2017_demo
9,Kyaukpyu,6,177,myanmar2017_demo
9,Kyaukpyu,7,178,myanmar2017_demo
9,Kyaukpyu,8,175,myanmar2017_demo
9,Kyaukpyu,9,188,myanmar2017_demo
9,Kyaukpyu,10,168,myanmar2017_demo
9,Kyauktaw,1,12771,myanmar2017_demo
9,Kyauktaw,2,12641,myanmar2017_demo
9,Kyauktaw,3,12795,myanmar2017_demo
9,Kyauktaw,4,12450,myanmar2017_demo
9,Kyauktaw,5,12666,myanmar2017_demo
9,Kyauktaw,6,12879,myanmar2017_demo
9,Kyauktaw,7,12782,myanmar2017_demo
9,Kyauktaw,8,12843,myanmar2017_demo
9,Kyauktaw,9,12841,myanmar2017_demo
9,Kyauktaw,10,12762,myanmar2017_demo
9,Maungdaw,1,2487,myanmar2017_demo
9,Maungdaw,2,2512,myanmar2017_demo
9,Maungdaw,3,2509,myanmar2017_demo
9,Maungdaw,4,2515,myanmar2017_demo
9,Maungdaw,5,2514,myanmar2017_demo
9,Maungdaw,6,2570,myanmar2017_demo
9,Maungdaw,7,2460,myanmar2017_demo
9,Maungdaw,8,2529,myanmar2017_demo
9,Maungdaw,9,2616,myanmar2017_demo
9,Maungdaw,10,2470,myanmar2017_demo
9,Myebon,1,8802,myanmar2017_demo
9,Myebon,2,8631,myanmar2017_demo
9,Myebon,3,8880,myanmar2017_demo
9,Myebon,4,8745,myanmar2017_demo
9,Myebon,5,8620,myanmar2017_demo
9,Myebon,6,8697,myanmar2017_demo
9,Myebon,7,8691,myanmar2017_demo
9,Myebon,8,8574,myanmar2017_demo
9,Myebon,9,8799,myanmar2017_demo
9,Myebon,10,8818,myanmar2017_demo
9,Pauktaw,1,5323,myanmar2017_demo
9,Pauktaw,2,5168,myanmar2017_demo
9,Pauktaw,3,5203,myanmar2017_demo
9,Pauktaw,4,5285,myanmar2017_demo
9,Pauktaw,5,5292,myanmar2017_demo
9,Pauktaw,6,5392,myanmar2017_demo
9,Pauktaw,7,5367,myanmar2017_demo
9,Pauktaw,8,5429,myanmar2017_demo
9,Pauktaw,9,5199,myanmar2017_demo
9,Pauktaw,10,5334,myanmar2017_demo
9,Ramree,1,12760,myanmar2017_demo
9,Ramree,2,12863,myanmar2017_demo
9,Ramree,3,12942,myanmar2017_demo
9,Ramree,4,13112,myanmar2017_demo
9,Ramree,5,12560,myanmar2017_demo
9,Ramree,6,12979,myanmar2017_demo
9,Ramree,7,12925,myanmar2017_demo
9,Ramree,8,12682,myanmar2017_demo
9,Ramree,9,12904,myanmar2017_demo
9,Ramree,10,12835,myanmar2017_demo
9,Rathedaung,1,15255,myanmar2017_demo
9,Rathedaung,2,15162,myanmar2017_demo
9,Rathedaung,3,15134,myanmar2017_demo
9,Rathedaung,4,15431,myanmar2017_demo
9,Rathedaung,5,15237,myanmar2017_demo
9,Rathedaung,6,15255,myanmar2017_demo
9,Rathedaung,7,15345,myanmar2017_demo
9,Rathedaung,8,14981,myanmar2017_demo
9,Rathedaung,9,15600,myanmar2017_demo
9,Rathedaung,10,15282,myanmar2017_demo
9,Sittwe,1,10389,myanmar2017_demo
9,Sittwe,2,10373,myanmar2017_demo
9,Sittwe,3,10510,myanmar2017_demo
9,Sittwe,4,10530,myanmar2017_demo
9,Sittwe,5,10487,myanmar2017_demo
9,Sittwe,6,10272,myanmar2017_demo
9,Sittwe,7,10620,myanmar2017_demo
9,Sittwe,8,10441,myanmar2017_demo
9,Sittwe,9,10611,myanmar2017_demo
9,Sittwe,10,10503,myanmar2017_demo
10,Cox's Bazar,1,88909,myanmar2017_demo
10,Cox's Bazar,2,88173,myanmar2017_demo
10,Cox's Bazar,3,88374,myanmar2017_demo
10,Cox's Bazar,4,88713,myanmar2017_demo
10,Cox's Bazar,5,88528,myanmar2017_demo
10,Cox's Bazar,6,88449,myanmar2017_demo
10,Cox's Bazar,7,88316,myanmar2017_demo
10,Cox's Bazar,8,88404,myanmar2017_demo
10,Cox's Bazar,9,88041,myanmar2017_demo
10,Cox's Bazar,10,88513,myanmar2017_demo
10,Kyaukpyu,1,172,myanmar2017_demo
10,Kyaukpyu,2,182,myanmar2017_demo
10,Kyaukpyu,3,170,myanmar2017_demo
10,Kyaukpyu,4,194,myanmar2017_demo
10,Kyaukpyu,5,184,myanmar2017_demo
10,Kyaukpyu,6,165,myanmar2017_demo
10,Kyaukpyu,7,168,myanmar2017_demo
10,Kyaukpyu,8,168,myanmar2017_demo
10,Kyaukpyu,9,176,myanmar2017_demo
10,Kyaukpyu,10,158,myanmar2017_demo
10,Kyauktaw,1,13902,myanmar2017_demo
10,Kyauktaw,2,13673,myanmar2017_demo
10,Kyauktaw,3,13786,myanmar2017_demo
10,Kyauktaw,4,13537,myanmar2017_demo
10,Kyauktaw,5,13731,myanmar2017_demo
10,Kyauktaw,6,13914,myanmar2017_demo
10,Kyauktaw,7,13929,myanmar2017_demo
10,Kyauktaw,8,13912,myanmar2017_demo
10,Kyauktaw,9,13978,myanmar2017_demo
10,Kyauktaw,10,13779,myanmar2017_demo
10,Maungdaw,1,2720,myanmar2017_demo
10,Maungdaw,2,2723,myanmar2017_demo
10,Maungdaw,3,2747,myanmar2017_demo
10,Maungdaw,4,2738,myanmar2017_demo
10,Maungdaw,5,2749,myanmar2017_demo
10,Maungdaw,6,2825,myanmar2017_demo
10,Maungdaw,7,2735,myanmar2017_demo
10,Maungdaw,8,2749,myanmar2017_demo
10,Maungdaw,9,2856,myanmar2017_demo
10,Maungdaw,10,2694,myanmar2017_demo
10,Myebon,1,9100,myanmar2017_demo
10,Myebon,2,9009,myanmar2017_demo
10,Myebon,3,9099,myanmar2017_demo
10,Myebon,4,9049,myanmar2017_demo
10,Myebon,5,9000,myanmar2017_demo
10,Myebon,6,9010,myanmar2017_demo
10,Myebon,7,8985,myanmar2017_demo
10,Myebon,8,8902,myanmar2017_demo
10,Myebon,9,9076,myanmar2017_demo
10,Myebon,10,9170,myanmar2017_demo
10,Pauktaw,1,5821,myanmar2017_demo
10,Pauktaw,2,5608,myanmar2017_demo
10,Pauktaw,3,5774,myanmar2017_demo
10,Pauktaw,4,5685,myanmar2017_demo
10,Pauktaw,5,5782,myanmar2017_demo
10,Pauktaw,6,5853,myanmar2017_demo
10,Pauktaw,7,5808,myanmar2017_demo
10,Pauktaw,8,5911,myanmar2017_demo
10,Pauktaw,9,5711,myanmar2017_demo
10,Pauktaw,10,5754,myanmar2017_demo
10,Ramree,1,14992,myanmar2017_demo
10,Ramree,2,15157,myanmar2017_demo
10,Ramree,3,15178,myanmar2017_demo
10,Ramree,4,15514,myanmar2017_demo
10,Ramree,5,14843,myanmar2017_demo
10,Ramree,6,15279,myanmar2017_demo
10,Ramree,7,15222,myanmar2017_demo
10,Ramree,8,14956,myanmar2017_demo
10,Ramree,9,15222,myanmar2017_demo
10,Ramree,10,15058,myanmar2017_demo
10,Rathedaung,1,16458,myanmar2017_demo
10,Rathedaung,2,16402,myanmar2017_demo
10,Rathedaung,3,16422,myanmar2017_demo
10,Rathedaung,4,16683,myanmar2017_demo
10,Rathedaung,5,16543,myanmar2017_demo
10,Rathedaung,6,16425,myanmar2017_demo
10,Rathedaung,7,16645,myanmar2017_demo
10,Rathedaung,8,16203,myanmar2017_demo
10,Rathedaung,9,16796,myanmar2017_demo
10,Rathedaung,10,16523,myanmar2017_demo
10,Sittwe,1,10851,myanmar2017_demo
10,Sittwe,2,10799,myanmar2017_demo
10,Sittwe,3,11018,myanmar2017_demo
10,Sittwe,4,11059,myanmar2017_demo
10,Sittwe,5,10951,myanmar2017_demo
10,Sittwe,6,10707,myanmar2017_demo
10,Sittwe,7,11145,myanmar2017_demo
10,Sittwe,8,10906,myanmar2017_demo
10,Sittwe,9,11168,myanmar2017_demo
10,Sittwe,10,10995,myanmar2017_demo
11,Cox's Bazar,1,90883,myanmar2017_demo
11,Cox's Bazar,2,90247,myanmar2017_demo
11,Cox's Bazar,3,90395,myanmar2017_demo
11,Cox's Bazar,4,90728,myanmar2017_demo
11,Cox's Bazar,5,90519,myanmar2017_demo
11,Cox's Bazar,6,90419,myanmar2017_demo
11,Cox's Bazar,7,90351,myanmar2017_demo
11,Cox's Bazar,8,90516,myanmar2017_demo
11,Cox's Bazar,9,90076,myanmar2017_demo
11,Cox's Bazar,10,90530,myanmar2017_demo
11,Kyaukpyu,1,166,myanmar2017_demo
11,Kyaukpyu,2,178,myanmar2017_demo
11,Kyaukpyu,3,161,myanmar2017_demo
11,Kyaukpyu,4,186,myanmar2017_demo
11,Kyaukpyu,5,175,myanmar2017_demo
11,Kyaukpyu,6,154,myanmar2017_demo
11,Kyaukpyu,7,164,myanmar2017_demo
11,Kyaukpyu,8,161,myanmar2017_demo
11,Kyaukpyu,9,171,myanmar2017_demo
11,Kyaukpyu,10,150,myanmar2017_demo
11,Kyauktaw,1,14968,myanmar2017_demo
11,Kyauktaw,2,14586,myanmar2017_demo
11,Kyauktaw,3,14769,myanmar2017_demo
11,Kyauktaw,4,14593,myanmar2017_demo
11,Kyauktaw,5,14750,myanmar2017_demo
11,Kyauktaw,6,14990,myanmar2017_demo
11,Kyauktaw,7,15015,myanmar2017_demo
11,Kyauktaw,8,14894,myanmar2017_demo
11,Kyauktaw,9,15115,myanmar2017_demo
11,Kyauktaw,10,14869,myanmar2017_demo
11,Maungdaw,1,2933,myanmar2017_demo
11,Maungdaw,2,2987,myanmar2017_demo
11,Maungdaw,3,2981,myanmar2017_demo
11,Maungdaw,4,2965,myanmar2017_demo
11,Maungdaw,5,2983,myanmar2017_demo
11,Maungdaw,6,3003,myanmar2017_demo
11,Maungdaw,7,2946,myanmar2017_demo
11,Maungdaw,8,2968,myanmar2017_demo
11,Maungdaw,9,3040,myanmar2017_demo
11,Maungdaw,10,2920,myanmar2017_demo
11,Myebon,1,9429,myanmar2017_demo
11,Myebon,2,9352,myanmar2017_demo
11,Myebon,3,9418,myanmar2017_demo
11,Myebon,4,9405,myanmar2017_demo
11,Myebon,5,9315,myanmar2017_demo
11,Myebon,6,9306,myanmar2017_demo
11,Myebon,7,9358,myanmar2017_demo
11,Myebon,8,9215,myanmar2017_demo
11,Myebon,9,9371,myanmar2017_demo
11,Myebon,10,9492,myanmar2017_demo
11,Pauktaw,1,6299,myanmar2017_demo
11,Pauktaw,2,6117,myanmar2017_demo
11,Pauktaw,3,6204,myanmar2017_demo
11,Pauktaw,4,6122,myanmar2017_demo
11,Pauktaw,5,6220,myanmar2017_demo
11,Pauktaw,6,6262,myanmar2017_demo
11,Pauktaw,7,6290,myanmar2017_demo
11,Pauktaw,8,6398,myanmar2017_demo
11,Pauktaw,9,6177,myanmar2017_demo
11,Pauktaw,10,6209,myanmar2017_demo
11,Ramree,1,17395,myanmar2017_demo
11,Ramree,2,17631,myanmar2017_demo
11,Ramree,3,17659,myanmar2017_demo
11,Ramree,4,17949,myanmar2017_demo
11,Ramree,5,17272,myanmar2017_demo
11,Ramree,6,17677,myanmar2017_demo
11,Ramree,7,17704,myanmar2017_demo
11,Ramree,8,17325,myanmar2017_demo
11,Ramree,9,17653,myanmar2017_demo
11,Ramree,10,17500,myanmar2017_demo
11,Rathedaung,1,17597,myanmar2017_demo
11,Rathedaung,2,17576,myanmar2017_demo
11,Rathedaung,3,17669,myanmar2017_demo
11,Rathedaung,4,17841,myanmar2017_demo
11,Rathedaung,5,17698,myanmar2017_demo
11,Rathedaung,6,17566,myanmar2017_demo
11,Rathedaung,7,17789,myanmar2017_demo
11,Rathedaung,8,17406,myanmar2017_demo
11,Rathedaung,9,17987,myanmar2017_demo
11,Rathedaung,10,17658,myanmar2017_demo
11,Sittwe,1,11439,myanmar2017_demo
11,Sittwe,2,11348,myanmar2017_demo
11,Sittwe,3,11609,myanmar2017_demo
11,Sittwe,4,11581,myanmar2017_demo
11,Sittwe,5,11648,myanmar2017_demo
11,Sittwe,6,11259,myanmar2017_demo
11,Sittwe,7,11661,myanmar2017_demo
11,Sittwe,8,11497,myanmar2017_demo
11,Sittwe,9,11564,myanmar2017_demo
11,Sittwe,10,11566,myanmar2017_demo
12,Cox's Bazar,1,92913,myanmar2017_demo
12,Cox's Bazar,2,92348,myanmar2017_demo
12,Cox's Bazar,3,92545,myanmar2017_demo
12,Cox's Bazar,4,92795,myanmar2017_demo
12,Cox's Bazar,5,92589,myanmar2017_demo
12,Cox's Bazar,6,92446,myanmar2017_demo
12,Cox's Bazar,7,92366,myanmar2017_demo
12,Cox's Bazar,8,92567,myanmar2017_demo
12,Cox's Bazar,9,92132,myanmar2017_demo
12,Cox's Bazar,10,92614,myanmar2017_demo
12,Kyaukpyu,1,160,myanmar2017_demo
12,Kyaukpyu,2,168,myanmar2017_demo
12,Kyaukpyu,3,157,myanmar2017_demo
12,Kyaukpyu,4,179,myanmar2017_demo
12,Kyaukpyu,5,168,myanmar2017_demo
12,Kyaukpyu,6,143,myanmar2017_demo
12,Kyaukpyu,7,157,myanmar2017_demo
12,Kyaukpyu,8,154,myanmar2017_demo
12,Kyaukpyu,9,170,myanmar2017_demo
12,Kyaukpyu,10,145,myanmar2017_demo
12,Kyauktaw,1,16010,myanmar2017_demo
12,Kyauktaw,2,15415,myanmar2017_demo
12,Kyauktaw,3,15832,myanmar2017_demo
12,Kyauktaw,4,15573,myanmar2017_demo
12,Kyauktaw,5,15744,myanmar2017_demo
12,Kyauktaw,6,15854,myanmar2017_demo
12,Kyauktaw,7,16132,myanmar2017_demo
12,Kyauktaw,8,15999,myanmar2017_demo
12,Kyauktaw,9,16073,myanmar2017_demo
12,Kyauktaw,10,15763,myanmar2017_demo
12,Maungdaw,1,3160,myanmar2017_demo
12,Maungdaw,2,3209,myanmar2017_demo
12,Maungdaw,3,3190,myanmar2017_demo
12,Maungdaw,4,3194,myanmar2017_demo
12,Maungdaw,5,3209,myanmar2017_demo
12,Maungdaw,6,3210,myanmar2017_demo
12,Maungdaw,7,3177,myanmar2017_demo
12,Maungdaw,8,3165,myanmar2017_demo
12,Maungdaw,9,3224,myanmar2017_demo
12,Maungdaw,10,3188,myanmar2017_demo
12,Myebon,1,9744,myanmar2017_demo
12,Myebon,2,9729,myanmar2017_demo
12,Myebon,3,9729,myanmar2017_demo
12,Myebon,4,9722,myanmar2017_demo
12,Myebon,5,9697,myanmar2017_demo
12,Myebon,6,9669,myanmar2017_demo
12,Myebon,7,9664,myanmar2017_demo
12,Myebon,8,9608,myanmar2017_demo
12,Myebon,9,9683,myanmar2017_demo
12,Myebon,10,9868,myanmar2017_demo
12,Pauktaw,1,6804,myanmar2017_demo
12,Pauktaw,2,6593,myanmar2017_demo
12,Pauktaw,3,6663,myanmar2017_demo
12,Pauktaw,4,6625,myanmar2017_demo
12,Pauktaw,5,6722,myanmar2017_demo
12,Pauktaw,6,6734,myanmar2017_demo
12,Pauktaw,7,6794,myanmar2017_demo
12,Pauktaw,8,6868,myanmar2017_demo
12,Pauktaw,9,6796,myanmar2017_demo
12,Pauktaw,10,6759,myanmar2017_demo
12,Ramree,1,19921,myanmar2017_demo
12,Ramree,2,20173,myanmar2017_demo
12,Ramree,3,20216,myanmar2017_demo
12,Ramree,4,20419,myanmar2017_demo
12,Ramree,5,19780,myanmar2017_demo
12,Ramree,6,20238,myanmar2017_demo
12,Ramree,7,20333,myanmar2017_demo
12,Ramree,8,19831,myanmar2017_demo
12,Ramree,9,20243,myanmar2017_demo
12,Ramree,10,19993,myanmar2017_demo
12,Rathedaung,1,18761,myanmar2017_demo
12,Rathedaung,2,18673,myanmar2017_demo
12,Rathedaung,3,18722,myanmar2017_demo
12,Rathedaung,4,19002,myanmar2017_demo
12,Rathedaung,5,18825,myanmar2017_demo
12,Rathedaung,6,18709,myanmar2017_demo
12,Rathedaung,7,18984,myanmar2017_demo
12,Rathedaung,8,18642,myanmar2017_demo
12,Rathedaung,9,19064,myanmar2017_demo
12,Rathedaung,10,18760,myanmar2017_demo
12,Sittwe,1,11966,myanmar2017_demo
12,Sittwe,2,11969,myanmar2017_demo
12,Sittwe,3,12248,myanmar2017_demo
12,Sittwe,4,12203,myanmar2017_demo
12,Sittwe,5,12346,myanmar2017_demo
12,Sittwe,6,11830,myanmar2017_demo
12,Sittwe,7,12208,myanmar2017_demo
12,Sittwe,8,12011,myanmar2017_demo
