Day,Place,mean,std,count,stderr,Instance
8,Rathedaung,14017.4,166.67013329728067,10,52.705723914327656,myanmar2017_demo
8,Sittwe,10049.1,97.57327730708055,10,30.855379505759508,myanmar2017_demo
9,Cox's Bazar,86415.8,234.1522771379528,10,74.04545150709032,myanmar2017_demo
9,Kyaukpyu,182.6,10.606077922063786,10,3.3539363274947376,myanmar2017_demo
9,Kyauktaw,12743.0,127.21460433281834,10,40.22879013288309,myanmar2017_demo
9,Maungdaw,2518.2,46.18754040743981,10,14.605782720857123,myanmar2017_demo
9,Myebon,8725.7,99.48539814688608,10,31.460045207285454,myanmar2017_demo
9,Pauktaw,5299.2,87.30253910015087,10,27.60748690723835,myanmar2017_demo
9,Ramree,12856.2,157.31200420395982,10,49.746423657049625,myanmar2017_demo
9,Rathedaung,15268.2,168.58153319190504,10,53.31016163296954,myanmar2017_demo
9,Sittwe,10473.6,107.93228329734235,10,34.13118482821504,myanmar2017_demo
10,Cox's Bazar,88442.0,249.2482029356804,10,78.81920239806168,myanmar2017_demo
10,Kyaukpyu,173.7,10.520350648993498,10,3.3268269834450046,myanmar2017_demo
10,Kyauktaw,13814.1,138.6349723394343,10,43.84022759470543,myanmar2017_demo
10,Maungdaw,2753.6,49.302242455197806,10,15.590737991227705,myanmar2017_demo
10,Myebon,9040.0,75.19456245116552,10,23.778608500545676,myanmar2017_demo
10,Pauktaw,5770.7,87.03517807313449,10,27.522939926944996,myanmar2017_demo
10,Ramree,15142.1,190.03710164070588,10,60.095008112155185,myanmar2017_demo
10,Rathedaung,16510.0,168.2570784378609,10,53.207560030924625,myanmar2017_demo
10,Sittwe,10959.9,147.8313227973016,10,46.74836895550472,myanmar2017_demo
11,Cox's Bazar,90466.4,229.122092634763,10,72.45476749899409,myanmar2017_demo
11,Kyaukpyu,166.6,11.057425860780922,10,3.496665077851562,myanmar2017_demo
11,Kyauktaw,14854.9,178.05645172248035,10,56.306393953084914,myanmar2017_demo
11,Maungdaw,2972.6,34.919590171961886,10,11.042543990303036,myanmar2017_demo
11,Myebon,9366.1,76.99704179021694,10,24.348602515225412,myanmar2017_demo
11,Pauktaw,6229.8,85.67872807438519,10,27.093992774126963,myanmar2017_demo
11,Ramree,17576.5,204.2624945178792,10,64.59347232241554,myanmar2017_demo
11,Rathedaung,17678.7,162.87012549199338,10,51.504055935215106,myanmar2017_demo
11,Sittwe,11517.2,131.94089585871396,10,41.723374743661374,myanmar2017_demo
12,Cox's Bazar,92531.5,224.72266858903598,10,71.06354746125308,myanmar2017_demo
12,Kyaukpyu,160.1,11.337744239682094,10,3.585309532584941,myanmar2017_demo
12,Kyauktaw,15839.5,226.33566518190054,10,71.57362177040741,myanmar2017_demo
12,Maungdaw,3192.6,20.88167724212889,10,6.603366144963064,myanmar2017_demo
12,Myebon,9711.3,68.36836500409647,10,21.61997533146919,myanmar2017_demo
12,Pauktaw,6735.8,86.82012055585619,10,27.454932768690952,myanmar2017_demo
12,Ramree,20114.7,218.6875244117354,10,69.15506730047579,myanmar2017_demo
12,Rathedaung,18814.2,149.64535854256656,10,47.322017426704555,myanmar2017_demo
12,Sittwe,12109.6,159.61286497856827,10,50.47401971971983,myanmar2017_demo
13,Cox's Bazar,94576.3,253.65201446951883,10,80.21180988136659,myanmar2017_demo
13,Kyaukpyu,153.4,11.12754340464337,10,3.518838192105772,myanmar2017_demo
13,Kyauktaw,16772.8,243.22362823815772,10,76.9140646002625,myanmar2017_demo
13,Maungdaw,3527.6,26.579858707090334,10,8.405289339986375,myanmar2017_demo
13,Myebon,10074.4,80.3370676863703,10,25.404811442804377,myanmar2017_demo
13,Pauktaw,7271.9,87.75274607922228,10,27.74985485447529,myanmar2017_demo
13,Ramree,22693.6,222.5374874787017,10,70.37253252038988,myanmar2017_demo
13,Rathedaung,20352.9,162.43730414463857,10,51.3671858074567,myanmar2017_demo
13,Sittwe,12677.4,167.33678615295563,10,52.91653805758649,myanmar2017_demo
14,Cox's Bazar,96739.2,270.4978126837008,10,85.53891901740778,myanmar2017_demo
14,Kyaukpyu,146.1,10.137389539061157,10,3.205724047179772,myanmar2017_demo
14,Kyauktaw,17603.7,222.43853083492542,10,70.34123968199599,myanmar2017_demo
14,Maungdaw,3901.5,51.848604395661184,10,16.39596833913074,myanmar2017_demo
14,Myebon,10432.0,86.77813344641872,10,27.441655278872037,myanmar2017_demo
14,Pauktaw,7904.5,80.54019010545133,10,25.469044391618308,myanmar2017_demo
14,Ramree,25344.3,231.08827077307245,10,73.07652761926283,myanmar2017_demo
14,Rathedaung,22224.6,146.563751771485,10,46.34752780174307,myanmar2017_demo
14,Sittwe,13556.0,208.87742285316008,10,66.05284080020922,myanmar2017_demo
0,Cox's Bazar,70318.5,130.06515461277237,10,41.13021327983163,myanmar2017_network
0,Kyaukpyu,269.6,14.4160404488272,10,4.558752265940999,myanmar2017_network
0,Kyauktaw,1014.7,26.25536982113268,10,8.302676944482693,myanmar2017_network
0,Maungdaw,1967.6,65.81826831848774,10,20.813563953452196,myanmar2017_network
0,Myebon,3897.0,53.901144081859066,10,17.045038378757997,myanmar2017_network
0,Pauktaw,2344.5,43.13093759446664,10,13.639200041709834,myanmar2017_network
0,Ramree,169.1,15.387224137792584,10,4.865867514294514,myanmar2017_network
0,Rathedaung,2585.3,70.73589376452853,10,22.368653662361233,myanmar2017_network
0,Sittwe,13526.3,131.58609349015572,10,41.611176383274724,myanmar2017_network
1,Cox's Bazar,72090.8,140.7873100342026,10,44.520856535635836,myanmar2017_network
1,Kyaukpyu,258.0,14.189197769195177,10,4.487018312123691,myanmar2017_network
1,Kyauktaw,2706.7,53.802209785266065,10,17.013752607163944,myanmar2017_network
1,Maungdaw,1625.6,48.05829793074239,10,15.197368193210291,myanmar2017_network
1,Myebon,6468.9,88.12421788463011,10,27.867324553637655,myanmar2017_network
1,Pauktaw,2351.8,57.191296929204675,10,18.085476063528038,myanmar2017_network
1,Ramree,603.3,25.042408474869642,10,7.919104887689156,myanmar2017_network
1,Rathedaung,4598.3,62.23441348821585,10,19.680249546746662,myanmar2017_network
1,Sittwe,12302.0,121.66529679594126,10,38.473945007556054,myanmar2017_network
2,Cox's Bazar,73819.3,159.31244632970711,10,50.37901900152067,myanmar2017_network
2,Kyaukpyu,243.6,12.747112962898262,10,4.030991055421593,myanmar2017_network
2,Kyauktaw,4252.6,82.24921478855182,10,26.00948544922281,myanmar2017_network
2,Maungdaw,1431.0,41.83034517880264,10,13.227916607605964,myanmar2017_network
2,Myebon,6897.9,100.76424630459626,10,31.86445250327289,myanmar2017_network
2,Pauktaw,2518.1,42.112151848763716,10,13.3170317012964,myanmar2017_network
2,Ramree,1498.6,38.187257909761854,10,12.075871259112814,myanmar2017_network
2,Rathedaung,6146.7,95.14088967888031,10,30.086191000006753,myanmar2017_network
2,Sittwe,11391.5,93.78491942264019,10,29.65739555509066,myanmar2017_network
3,Cox's Bazar,75555.7,143.38375082274848,10,45.341923205792696,myanmar2017_network
3,Kyaukpyu,233.9,12.53838550655989,10,3.9649856381973327,myanmar2017_network
3,Kyauktaw,5635.1,93.35291461259624,10,29.520783639101932,myanmar2017_network
3,Maungdaw,1472.6,34.7505395641564,10,10.989085494252919,myanmar2017_network
3,Myebon,7212.3,101.6038603816041,10,32.12996178716137,myanmar2017_network
3,Pauktaw,2762.0,49.93996395673502,10,15.792403236999721,myanmar2017_network
3,Ramree,2643.2,50.91779867808721,10,16.10162172646662,myanmar2017_network
3,Rathedaung,7616.3,105.08414617713646,10,33.2305247893827,myanmar2017_network
3,Sittwe,10710.7,112.50585169966341,10,35.577474146806225,myanmar2017_network
4,Cox's Bazar,77241.8,142.42409284324916,10,45.0384527067954,myanmar2017_network
4,Kyaukpyu,223.4,11.805836597961948,10,3.7333333333333325,myanmar2017_network
4,Kyauktaw,6910.4,89.63902919797589,10,28.34634995119402,myanmar2017_network
4,Maungdaw,1528.3,34.12411985026949,10,10.790994187541553,myanmar2017_network
4,Myebon,7499.5,87.21652493777887,10,27.580286840825647,myanmar2017_network
4,Pauktaw,3131.6,78.8982467063327,10,24.949816298588928,myanmar2017_network
4,Ramree,4012.6,50.62761653046241,10,16.009858074185264,myanmar2017_network
4,Rathedaung,8936.4,99.35928072740249,10,31.42016337746635,myanmar2017_network
4,Sittwe,10168.2,92.39504556221858,10,29.217878849164336,myanmar2017_network
5,Cox's Bazar,78907.9,145.18222266440975,10,45.91064993852543,myanmar2017_network
5,Kyaukpyu,215.0,10.801234497346435,10,3.4156502553198664,myanmar2017_network
5,Kyauktaw,8122.3,85.3854658462304,10,27.001255114860452,myanmar2017_network
5,Maungdaw,1618.0,32.09361307176239,10,10.148891565092208,myanmar2017_network
5,Myebon,7719.9,87.70841844809804,10,27.735837226712057,myanmar2017_network
5,Pauktaw,3571.8,59.97184524610042,10,18.96476264608186,myanmar2017_network
5,Ramree,5511.7,86.23230897471736,10,27.269050425548592,myanmar2017_network
5,Rathedaung,10105.7,115.15501629446183,10,36.41521354843023,myanmar2017_network
5,Sittwe,9840.1,92.54602458596831,10,29.265622608560115,myanmar2017_network
6,Cox's Bazar,80676.3,137.6340154984291,10,43.523697248995084,myanmar2017_network
6,Kyaukpyu,204.8,10.726913193769523,10,3.39214779552228,myanmar2017_network
6,Kyauktaw,9311.2,100.46646759546744,10,31.770286607317704,myanmar2017_network
6,Maungdaw,1860.9,38.38243232406085,10,12.13759082813023,myanmar2017_network
6,Myebon,7983.0,92.65827300114951,10,29.301118674131796,myanmar2017_network
6,Pauktaw,3999.4,64.61716318268526,10,20.43374115960603,myanmar2017_network
6,Ramree,7099.2,115.5583546669532,10,36.54276034091205,myanmar2017_network
6,Rathedaung,11354.6,125.2288571642602,10,39.60084174189569,myanmar2017_network
6,Sittwe,9642.5,74.37330763714148,10,23.51890492537628,myanmar2017_network
7,Cox's Bazar,82405.7,156.89065548265776,10,49.61318149219823,myanmar2017_network
7,Kyaukpyu,195.5,12.527746981977423,10,3.961621441334904,myanmar2017_network
7,Kyauktaw,10494.7,114.07215065718522,10,36.07278136705785,myanmar2017_network
7,Maungdaw,2112.8,40.38646638004704,10,12.771322040676406,myanmar2017_network
7,Myebon,8246.2,103.70020893582293,10,32.792885407254616,myanmar2017_network
7,Pauktaw,4430.6,55.078126329787324,10,17.417232845661825,myanmar2017_network
7,Ramree,8852.0,141.26098777322315,10,44.67064658885821,myanmar2017_network
7,Rathedaung,12748.0,129.00990487383382,10,40.79651401229724,myanmar2017_network
7,Sittwe,9752.8,84.92977491237414,10,26.85715298885296,myanmar2017_network
8,Cox's Bazar,84313.6,183.10846815784157,10,57.90398182431954,myanmar2017_network
8,Kyaukpyu,186.2,13.248060654718905,10,4.1894046248973265,myanmar2017_network
8,Kyauktaw,11648.9,97.589218439106,10,30.860420534327698,myanmar2017_network
8,Maungdaw,2347.9,48.33321839066789,10,15.284305676084852,myanmar2017_network
8,Myebon,8496.4,124.85476006589045,10,39.48254185220484,myanmar2017_network
8,Pauktaw,4893.0,54.89990892524334,10,17.360875553957563,myanmar2017_network
8,Ramree,10817.0,164.19432931066086,10,51.92280595054329,myanmar2017_network
8,Rathedaung,14059.7,104.4509986123213,10,33.030305949402205,myanmar2017_network
8,Sittwe,10092.6,65.94307309254619,10,20.853030688340937,myanmar2017_network
9,Cox's Bazar,86318.1,168.29171102582552,10,53.21851181684806,myanmar2017_network
9,Kyaukpyu,178.4,12.877197762798485,10,4.072127481086788,myanmar2017_network
9,Kyauktaw,12812.3,132.9277581579138,10,42.035448003903575,myanmar2017_network
9,Maungdaw,2569.3,48.61652668246333,10,15.373895624293372,myanmar2017_network
9,Myebon,8766.3,117.51316711094297,10,37.16092631305685,myanmar2017_network
9,Pauktaw,5320.8,73.25419972791858,10,23.165011931310946,myanmar2017_network
9,Ramree,12922.6,185.75264316946988,10,58.740143381204305,myanmar2017_network
9,Rathedaung,15316.0,124.94709991743623,10,39.5117422771735,myanmar2017_network
9,Sittwe,10531.4,63.10344241358354,10,19.9550606224197,myanmar2017_network
10,Cox's Bazar,88325.7,190.2425644626716,10,60.159981161344916,myanmar2017_network
10,Kyaukpyu,169.5,12.799739580684184,10,4.047633053197057,myanmar2017_network
10,Kyauktaw,13909.8,136.39468872031313,10,43.13178771058662,myanmar2017_network
10,Maungdaw,2792.5,43.831115279749255,10,13.860615666941596,myanmar2017_network
10,Myebon,9072.4,93.26926372367075,10,29.4943309053717,myanmar2017_network
10,Pauktaw,5753.9,81.04518629889255,10,25.62873820971723,myanmar2017_network
10,Ramree,15255.2,214.86833177553166,10,67.94733254514112,myanmar2017_network
10,Rathedaung,16538.5,146.4902347902034,10,46.32427969098809,myanmar2017_network
10,Sittwe,11038.3,59.130834220020624,10,18.698811608109114,myanmar2017_network
11,Cox's Bazar,90366.7,195.47665390583646,10,61.815145573089254,myanmar2017_network
11,Kyaukpyu,162.3,11.411982007229652,10,3.6087855759705825,myanmar2017_network
11,Kyauktaw,14939.6,121.00247931344212,10,38.26434371578845,myanmar2017_network
11,Maungdaw,3008.1,59.41277453357804,10,18.787968963615462,myanmar2017_network
11,Myebon,9405.9,88.10404203112513,10,27.86094438855629,myanmar2017_network
11,Pauktaw,6252.2,88.60624507712011,10,28.019754935878133,myanmar2017_network
11,Ramree,17704.0,232.79079783263683,10,73.61491394789209,myanmar2017_network
11,Rathedaung,17719.6,140.8586367801262,10,44.54341203315651,myanmar2017_network
11,Sittwe,11579.0,72.07866073487621,10,22.793273861675477,myanmar2017_network
12,Cox's Bazar,92412.6,213.119788955514,10,67.39439475538215,myanmar2017_network
12,Kyaukpyu,156.8,10.706176825656405,10,3.385590380158566,myanmar2017_network
12,Kyauktaw,15953.3,132.26072735320935,10,41.82451434266748,myanmar2017_network
12,Maungdaw,3228.3,56.57060485210788,10,17.889195994603366,myanmar2017_network
12,Myebon,9750.4,103.9425054751155,10,32.86950630058872,myanmar2017_network
12,Pauktaw,6751.4,88.11255428270248,10,27.86363619885637,myanmar2017_network
12,Ramree,20279.3,261.410724085043,10,82.66532929025715,myanmar2017_network
12,Rathedaung,18846.5,170.23986346068082,10,53.83457170918261,myanmar2017_network
12,Sittwe,12151.1,70.00706313572158,10,22.138177180808963,myanmar2017_network
13,Cox's Bazar,94463.3,213.27606002028867,10,67.44381200508893,myanmar2017_network
13,Kyaukpyu,150.6,12.429355932182848,10,3.930507459462314,myanmar2017_network
13,Kyauktaw,16853.1,124.8932433009177,10,39.49471131964661,myanmar2017_network
13,Maungdaw,3557.3,70.51564050305123,10,22.299003465526344,myanmar2017_network
13,Myebon,10088.7,106.31091717745211,10,33.61846384222676,myanmar2017_network
13,Pauktaw,7286.0,80.61982110843181,10,25.494225925796503,myanmar2017_network
13,Ramree,22858.4,320.28709343684517,10,101.28367204155978,myanmar2017_network
13,Rathedaung,20385.4,159.78402089487304,10,50.52814397277345,myanmar2017_network
13,Sittwe,12761.8,91.94418596808255,10,29.07530452692344,myanmar2017_network
14,Cox's Bazar,96625.2,220.4428875393057,10,69.71016186085568,myanmar2017_network
14,Kyaukpyu,144.1,12.609079621006796,10,3.9873410800794162,myanmar2017_network
14,Kyauktaw,17711.1,119.6861172679044,10,37.848073486858695,myanmar2017_network
14,Maungdaw,3929.5,85.27895402735662,10,26.967573120323607,myanmar2017_network
14,Myebon,10451.1,114.0384438102636,10,36.062122326156356,myanmar2017_network
14,Pauktaw,7896.6,98.86489097079243,10,31.26382360919194,myanmar2017_network
14,Ramree,25529.7,342.4058832568289,10,108.27824753332919,myanmar2017_network
14,Rathedaung,22273.5,151.74192272114894,10,47.98500923320859,myanmar2017_network
14,Sittwe,13656.3,78.93182712526907,10,24.960435359451086,myanmar2017_network
