Day,Place,Muslim,run,Instance
1,Pauktaw,2291,8,myanmar2017_demo
1,Ramree,625,8,myanmar2017_demo
1,Rathedaung,4640,8,myanmar2017_demo
1,Sittwe,12231,8,myanmar2017_demo
2,Buthidaung,3280,8,myanmar2017_demo
2,Cox's Bazar,73980,8,myanmar2017_demo
2,Kyaukpyu,253,8,myanmar2017_demo
2,Kyauktaw,4318,8,myanmar2017_demo
2,Maungdaw,1413,8,myanmar2017_demo
2,Myebon,6874,8,myanmar2017_demo
2,Paletwa,2604,8,myanmar2017_demo
2,Pauktaw,2429,8,myanmar2017_demo
2,Ramree,1497,8,myanmar2017_demo
2,Rathedaung,6110,8,myanmar2017_demo
2,Sittwe,11309,8,myanmar2017_demo
3,Buthidaung,4070,8,myanmar2017_demo
3,Cox's Bazar,75792,8,myanmar2017_demo
3,Kyaukpyu,241,8,myanmar2017_demo
3,Kyauktaw,5782,8,myanmar2017_demo
3,Maungdaw,1443,8,myanmar2017_demo
3,Myebon,7171,8,myanmar2017_demo
3,Paletwa,3517,8,myanmar2017_demo
3,Pauktaw,2763,8,myanmar2017_demo
3,Ramree,2592,8,myanmar2017_demo
3,Rathedaung,7556,8,myanmar2017_demo
3,Sittwe,10498,8,myanmar2017_demo
4,Buthidaung,4766,8,myanmar2017_demo
4,Cox's Bazar,77471,8,myanmar2017_demo
4,Kyaukpyu,230,8,myanmar2017_demo
4,Kyauktaw,7084,8,myanmar2017_demo
4,Maungdaw,1492,8,myanmar2017_demo
4,Myebon,7403,8,myanmar2017_demo
4,Paletwa,4355,8,myanmar2017_demo
4,Pauktaw,3131,8,myanmar2017_demo
4,Ramree,3953,8,myanmar2017_demo
4,Rathedaung,8784,8,myanmar2017_demo
4,Sittwe,10067,8,myanmar2017_demo
5,Buthidaung,5536,8,myanmar2017_demo
5,Cox's Bazar,79218,8,myanmar2017_demo
5,Kyaukpyu,216,8,myanmar2017_demo
5,Kyauktaw,8264,8,myanmar2017_demo
5,Maungdaw,1550,8,myanmar2017_demo
5,Myebon,7638,8,myanmar2017_demo
5,Paletwa,5217,8,myanmar2017_demo
5,Pauktaw,3582,8,myanmar2017_demo
5,Ramree,5421,8,myanmar2017_demo
5,Rathedaung,9872,8,myanmar2017_demo
5,Sittwe,9716,8,myanmar2017_demo
6,Buthidaung,6292,8,myanmar2017_demo
6,Cox's Bazar,80946,8,myanmar2017_demo
6,Kyaukpyu,207,8,myanmar2017_demo
6,Kyauktaw,9434,8,myanmar2017_demo
6,Maungdaw,1784,8,myanmar2017_demo
6,Myebon,7874,8,myanmar2017_demo
6,Paletwa,5715,8,myanmar2017_demo
6,Pauktaw,4045,8,myanmar2017_demo
6,Ramree,6932,8,myanmar2017_demo
6,Rathedaung,11171,8,myanmar2017_demo
6,Sittwe,9488,8,myanmar2017_demo
7,Buthidaung,6885,8,myanmar2017_demo
7,Cox's Bazar,82599,8,myanmar2017_demo
7,Kyaukpyu,191,8,myanmar2017_demo
7,Kyauktaw,10633,8,myanmar2017_demo
7,Maungdaw,2067,8,myanmar2017_demo
7,Myebon,8128,8,myanmar2017_demo
7,Paletwa,6349,8,myanmar2017_demo
7,Pauktaw,4451,8,myanmar2017_demo
7,Ramree,8672,8,myanmar2017_demo
7,Rathedaung,12484,8,myanmar2017_demo
7,Sittwe,9689,8,myanmar2017_demo
8,Buthidaung,7279,8,myanmar2017_demo
8,Cox's Bazar,84443,8,myanmar2017_demo
8,Kyaukpyu,185,8,myanmar2017_demo
8,Kyauktaw,11769,8,myanmar2017_demo
8,Maungdaw,2307,8,myanmar2017_demo
8,Myebon,8346,8,myanmar2017_demo
8,Paletwa,6903,8,myanmar2017_demo
8,Pauktaw,4896,8,myanmar2017_demo
8,Ramree,10600,8,myanmar2017_demo
8,Rathedaung,13751,8,myanmar2017_demo
8,Sittwe,10055,8,myanmar2017_demo
9,Buthidaung,7652,8,myanmar2017_demo
9,Cox's Bazar,86401,8,myanmar2017_demo
9,Kyaukpyu,175,8,myanmar2017_demo
9,Kyauktaw,12843,8,myanmar2017_demo
9,Maungdaw,2529,8,myanmar2017_demo
9,Myebon,8574,8,myanmar2017_demo
9,Paletwa,7497,8,myanmar2017_demo
9,Pauktaw,5429,8,myanmar2017_demo
9,Ramree,12682,8,myanmar2017_demo
9,Rathedaung,14981,8,myanmar2017_demo
9,Sittwe,10441,8,myanmar2017_demo
10,Buthidaung,8019,8,myanmar2017_demo
10,Cox's Bazar,88404,8,myanmar2017_demo
10,Kyaukpyu,168,8,myanmar2017_demo
10,Kyauktaw,13912,8,myanmar2017_demo
10,Maungdaw,2749,8,myanmar2017_demo
10,Myebon,8902,8,myanmar2017_demo
10,Paletwa,8084,8,myanmar2017_demo
10,Pauktaw,5911,8,myanmar2017_demo
10,Ramree,14956,8,myanmar2017_demo
10,Rathedaung,16203,8,myanmar2017_demo
10,Sittwe,10906,8,myanmar2017_demo
11,Buthidaung,8303,8,myanmar2017_demo
11,Cox's Bazar,90516,8,myanmar2017_demo
11,Kyaukpyu,161,8,myanmar2017_demo
11,Kyauktaw,14894,8,myanmar2017_demo
11,Maungdaw,2968,8,myanmar2017_demo
11,Myebon,9215,8,myanmar2017_demo
11,Paletwa,8718,8,myanmar2017_demo
11,Pauktaw,6398,8,myanmar2017_demo
11,Ramree,17325,8,myanmar2017_demo
11,Rathedaung,17406,8,myanmar2017_demo
11,Sittwe,11497,8,myanmar2017_demo
12,Buthidaung,8630,8,myanmar2017_demo
12,Cox's Bazar,92567,8,myanmar2017_demo
12,Kyaukpyu,154,8,myanmar2017_demo
12,Kyauktaw,15999,8,myanmar2017_demo
12,Maungdaw,3165,8,myanmar2017_demo
12,Myebon,9608,8,myanmar2017_demo
12,Paletwa,9419,8,myanmar2017_demo
12,Pauktaw,6868,8,myanmar2017_demo
12,Ramree,19831,8,myanmar2017_demo
12,Rathedaung,18642,8,myanmar2017_demo
12,Sittwe,12011,8,myanmar2017_demo
13,Buthidaung,9464,8,myanmar2017_demo
13,Cox's Bazar,94612,8,myanmar2017_demo
13,Kyaukpyu,149,8,myanmar2017_demo
13,Kyauktaw,16883,8,myanmar2017_demo
13,Maungdaw,3553,8,myanmar2017_demo
13,Myebon,9959,8,myanmar2017_demo
13,Paletwa,10353,8,myanmar2017_demo
13,Pauktaw,7452,8,myanmar2017_demo
13,Ramree,22435,8,myanmar2017_demo
13,Rathedaung,20197,8,myanmar2017_demo
13,Sittwe,12544,8,myanmar2017_demo
14,Buthidaung,9942,8,myanmar2017_demo
14,Cox's Bazar,96772,8,myanmar2017_demo
14,Kyaukpyu,145,8,myanmar2017_demo
14,Kyauktaw,17720,8,myanmar2017_demo
14,Maungdaw,3995,8,myanmar2017_demo
14,Myebon,10341,8,myanmar2017_demo
14,Paletwa,11509,8,myanmar2017_demo
14,Pauktaw,8036,8,myanmar2017_demo
14,Ramree,25113,8,myanmar2017_demo
14,Rathedaung,22204,8,myanmar2017_demo
14,Sittwe,13392,8,myanmar2017_demo
0,Buthidaung,1097,9,myanmar2017_demo
0,Cox's Bazar,70060,9,myanmar2017_demo
0,Kyaukpyu,265,9,myanmar2017_demo
0,Kyauktaw,1033,9,myanmar2017_demo
0,Maungdaw,2039,9,myanmar2017_demo
0,Myebon,3878,9,myanmar2017_demo
0,Paletwa,568,9,myanmar2017_demo
0,Pauktaw,2368,9,myanmar2017_demo
0,Ramree,172,9,myanmar2017_demo
0,Rathedaung,2697,9,myanmar2017_demo
0,Sittwe,13395,9,myanmar2017_demo
1,Buthidaung,2450,9,myanmar2017_demo
1,Cox's Bazar,71818,9,myanmar2017_demo
1,Kyaukpyu,248,9,myanmar2017_demo
1,Kyauktaw,2774,9,myanmar2017_demo
1,Maungdaw,1699,9,myanmar2017_demo
1,Myebon,6431,9,myanmar2017_demo
1,Paletwa,1661,9,myanmar2017_demo
1,Pauktaw,2378,9,myanmar2017_demo
1,Ramree,604,9,myanmar2017_demo
1,Rathedaung,4758,9,myanmar2017_demo
1,Sittwe,12149,9,myanmar2017_demo
2,Buthidaung,3273,9,myanmar2017_demo
2,Cox's Bazar,73509,9,myanmar2017_demo
2,Kyaukpyu,238,9,myanmar2017_demo
2,Kyauktaw,4398,9,myanmar2017_demo
2,Maungdaw,1443,9,myanmar2017_demo
2,Myebon,6866,9,myanmar2017_demo
2,Paletwa,2626,9,myanmar2017_demo
2,Pauktaw,2514,9,myanmar2017_demo
2,Ramree,1442,9,myanmar2017_demo
2,Rathedaung,6527,9,myanmar2017_demo
2,Sittwe,11227,9,myanmar2017_demo
3,Buthidaung,4116,9,myanmar2017_demo
3,Cox's Bazar,75325,9,myanmar2017_demo
3,Kyaukpyu,230,9,myanmar2017_demo
3,Kyauktaw,5741,9,myanmar2017_demo
3,Maungdaw,1499,9,myanmar2017_demo
3,Myebon,7233,9,myanmar2017_demo
3,Paletwa,3483,9,myanmar2017_demo
3,Pauktaw,2732,9,myanmar2017_demo
3,Ramree,2523,9,myanmar2017_demo
3,Rathedaung,7933,9,myanmar2017_demo
3,Sittwe,10591,9,myanmar2017_demo
4,Buthidaung,4866,9,myanmar2017_demo
4,Cox's Bazar,77066,9,myanmar2017_demo
4,Kyaukpyu,221,9,myanmar2017_demo
4,Kyauktaw,6956,9,myanmar2017_demo
4,Maungdaw,1561,9,myanmar2017_demo
4,Myebon,7456,9,myanmar2017_demo
4,Paletwa,4343,9,myanmar2017_demo
4,Pauktaw,3091,9,myanmar2017_demo
4,Ramree,3943,9,myanmar2017_demo
4,Rathedaung,9203,9,myanmar2017_demo
4,Sittwe,10155,9,myanmar2017_demo
5,Buthidaung,5588,9,myanmar2017_demo
5,Cox's Bazar,78710,9,myanmar2017_demo
5,Kyaukpyu,212,9,myanmar2017_demo
5,Kyauktaw,8150,9,myanmar2017_demo
5,Maungdaw,1636,9,myanmar2017_demo
5,Myebon,7711,9,myanmar2017_demo
5,Paletwa,5200,9,myanmar2017_demo
5,Pauktaw,3495,9,myanmar2017_demo
5,Ramree,5529,9,myanmar2017_demo
5,Rathedaung,10385,9,myanmar2017_demo
5,Sittwe,9827,9,myanmar2017_demo
6,Buthidaung,6425,9,myanmar2017_demo
6,Cox's Bazar,80520,9,myanmar2017_demo
6,Kyaukpyu,207,9,myanmar2017_demo
6,Kyauktaw,9251,9,myanmar2017_demo
6,Maungdaw,1866,9,myanmar2017_demo
6,Myebon,7920,9,myanmar2017_demo
6,Paletwa,5736,9,myanmar2017_demo
6,Pauktaw,3901,9,myanmar2017_demo
6,Ramree,7139,9,myanmar2017_demo
6,Rathedaung,11652,9,myanmar2017_demo
6,Sittwe,9591,9,myanmar2017_demo
7,Buthidaung,6972,9,myanmar2017_demo
7,Cox's Bazar,82231,9,myanmar2017_demo
7,Kyaukpyu,201,9,myanmar2017_demo
7,Kyauktaw,10466,9,myanmar2017_demo
7,Maungdaw,2130,9,myanmar2017_demo
7,Myebon,8160,9,myanmar2017_demo
7,Paletwa,6365,9,myanmar2017_demo
7,Pauktaw,4324,9,myanmar2017_demo
7,Ramree,8898,9,myanmar2017_demo
7,Rathedaung,12997,9,myanmar2017_demo
7,Sittwe,9728,9,myanmar2017_demo
8,Buthidaung,7322,9,myanmar2017_demo
8,Cox's Bazar,84103,9,myanmar2017_demo
8,Kyaukpyu,195,9,myanmar2017_demo
8,Kyauktaw,11626,9,myanmar2017_demo
8,Maungdaw,2379,9,myanmar2017_demo
8,Myebon,8478,9,myanmar2017_demo
8,Paletwa,7013,9,myanmar2017_demo
8,Pauktaw,4794,9,myanmar2017_demo
8,Ramree,10851,9,myanmar2017_demo
8,Rathedaung,14344,9,myanmar2017_demo
8,Sittwe,10112,9,myanmar2017_demo
9,Buthidaung,7651,9,myanmar2017_demo
9,Cox's Bazar,86039,9,myanmar2017_demo
9,Kyaukpyu,188,9,myanmar2017_demo
9,Kyauktaw,12841,9,myanmar2017_demo
9,Maungdaw,2616,9,myanmar2017_demo
9,Myebon,8799,9,myanmar2017_demo
9,Paletwa,7587,9,myanmar2017_demo
9,Pauktaw,5199,9,myanmar2017_demo
9,Ramree,12904,9,myanmar2017_demo
9,Rathedaung,15600,9,myanmar2017_demo
9,Sittwe,10611,9,myanmar2017_demo
10,Buthidaung,7936,9,myanmar2017_demo
10,Cox's Bazar,88041,9,myanmar2017_demo
10,Kyaukpyu,176,9,myanmar2017_demo
10,Kyauktaw,13978,9,myanmar2017_demo
10,Maungdaw,2856,9,myanmar2017_demo
10,Myebon,9076,9,myanmar2017_demo
10,Paletwa,8238,9,myanmar2017_demo
10,Pauktaw,5711,9,myanmar2017_demo
10,Ramree,15222,9,myanmar2017_demo
10,Rathedaung,16796,9,myanmar2017_demo
10,Sittwe,11168,9,myanmar2017_demo
11,Buthidaung,8258,9,myanmar2017_demo
11,Cox's Bazar,90076,9,myanmar2017_demo
11,Kyaukpyu,171,9,myanmar2017_demo
11,Kyauktaw,15115,9,myanmar2017_demo
11,Maungdaw,3040,9,myanmar2017_demo
11,Myebon,9371,9,myanmar2017_demo
11,Paletwa,8862,9,myanmar2017_demo
11,Pauktaw,6177,9,myanmar2017_demo
11,Ramree,17653,9,myanmar2017_demo
11,Rathedaung,17987,9,myanmar2017_demo
11,Sittwe,11564,9,myanmar2017_demo
12,Buthidaung,8531,9,myanmar2017_demo
12,Cox's Bazar,92132,9,myanmar2017_demo
12,Kyaukpyu,170,9,myanmar2017_demo
12,Kyauktaw,16073,9,myanmar2017_demo
12,Maungdaw,3224,9,myanmar2017_demo
12,Myebon,9683,9,myanmar2017_demo
12,Paletwa,9481,9,myanmar2017_demo
12,Pauktaw,6796,9,myanmar2017_demo
12,Ramree,20243,9,myanmar2017_demo
12,Rathedaung,19064,9,myanmar2017_demo
12,Sittwe,12196,9,myanmar2017_demo
13,Buthidaung,9404,9,myanmar2017_demo
13,Cox's Bazar,94135,9,myanmar2017_demo
13,Kyaukpyu,165,9,myanmar2017_demo
13,Kyauktaw,17039,9,myanmar2017_demo
13,Maungdaw,3545,9,myanmar2017_demo
13,Myebon,10134,9,myanmar2017_demo
13,Paletwa,10557,9,myanmar2017_demo
13,Pauktaw,7350,9,myanmar2017_demo
13,Ramree,22826,9,myanmar2017_demo
13,Rathedaung,20570,9,myanmar2017_demo
13,Sittwe,12701,9,myanmar2017_demo
14,Buthidaung,9880,9,myanmar2017_demo
14,Cox's Bazar,96369,9,myanmar2017_demo
14,Kyaukpyu,156,9,myanmar2017_demo
14,Kyauktaw,17848,9,myanmar2017_demo
14,Maungdaw,3936,9,myanmar2017_demo
14,Myebon,10509,9,myanmar2017_demo
14,Paletwa,11764,9,myanmar2017_demo
14,Pauktaw,8025,9,myanmar2017_demo
14,Ramree,25448,9,myanmar2017_demo
14,Rathedaung,22383,9,myanmar2017_demo
14,Sittwe,13599,9,myanmar2017_demo
0,Buthidaung,1119,10,myanmar2017_demo
0,Cox's Bazar,70366,10,myanmar2017_demo
0,Kyaukpyu,264,10,myanmar2017_demo
0,Kyauktaw,1004,10,myanmar2017_demo
0,Maungdaw,1992,10,myanmar2017_demo
0,Myebon,4003,10,myanmar2017_demo
0,Paletwa,560,10,myanmar2017_demo
0,Pauktaw,2345,10,myanmar2017_demo
0,Ramree,174,10,myanmar2017_demo
0,Rathedaung,2629,10,myanmar2017_demo
0,Sittwe,13380,10,myanmar2017_demo
1,Buthidaung,2415,10,myanmar2017_demo
1,Cox's Bazar,72113,10,myanmar2017_demo
1,Kyaukpyu,254,10,myanmar2017_demo
1,Kyauktaw,2712,10,myanmar2017_demo
1,Maungdaw,1617,10,myanmar2017_demo
1,Myebon,6644,10,myanmar2017_demo
1,Paletwa,1552,10,myanmar2017_demo
1,Pauktaw,2352,10,myanmar2017_demo
1,Ramree,616,10,myanmar2017_demo
1,Rathedaung,4576,10,myanmar2017_demo
1,Sittwe,12157,10,myanmar2017_demo
2,Buthidaung,3320,10,myanmar2017_demo
2,Cox's Bazar,73787,10,myanmar2017_demo
2,Kyaukpyu,245,10,myanmar2017_demo
2,Kyauktaw,4278,10,myanmar2017_demo
2,Maungdaw,1397,10,myanmar2017_demo
2,Myebon,7048,10,myanmar2017_demo
2,Paletwa,2488,10,myanmar2017_demo
2,Pauktaw,2520,10,myanmar2017_demo
2,Ramree,1547,10,myanmar2017_demo
2,Rathedaung,6197,10,myanmar2017_demo
2,Sittwe,11174,10,myanmar2017_demo
3,Buthidaung,4109,10,myanmar2017_demo
3,Cox's Bazar,75555,10,myanmar2017_demo
3,Kyaukpyu,236,10,myanmar2017_demo
3,Kyauktaw,5636,10,myanmar2017_demo
3,Maungdaw,1459,10,myanmar2017_demo
3,Myebon,7345,10,myanmar2017_demo
3,Paletwa,3347,10,myanmar2017_demo
3,Pauktaw,2751,10,myanmar2017_demo
3,Ramree,2659,10,myanmar2017_demo
3,Rathedaung,7637,10,myanmar2017_demo
3,Sittwe,10576,10,myanmar2017_demo
4,Buthidaung,4876,10,myanmar2017_demo
4,Cox's Bazar,77281,10,myanmar2017_demo
4,Kyaukpyu,223,10,myanmar2017_demo
4,Kyauktaw,6879,10,myanmar2017_demo
4,Maungdaw,1492,10,myanmar2017_demo
4,Myebon,7591,10,myanmar2017_demo
4,Paletwa,4225,10,myanmar2017_demo
4,Pauktaw,3155,10,myanmar2017_demo
4,Ramree,3997,10,myanmar2017_demo
4,Rathedaung,8937,10,myanmar2017_demo
4,Sittwe,10081,10,myanmar2017_demo
5,Buthidaung,5620,10,myanmar2017_demo
5,Cox's Bazar,78949,10,myanmar2017_demo
5,Kyaukpyu,216,10,myanmar2017_demo
5,Kyauktaw,8059,10,myanmar2017_demo
5,Maungdaw,1593,10,myanmar2017_demo
5,Myebon,7779,10,myanmar2017_demo
5,Paletwa,4983,10,myanmar2017_demo
5,Pauktaw,3575,10,myanmar2017_demo
5,Ramree,5501,10,myanmar2017_demo
5,Rathedaung,10048,10,myanmar2017_demo
5,Sittwe,9767,10,myanmar2017_demo
6,Buthidaung,6445,10,myanmar2017_demo
6,Cox's Bazar,80724,10,myanmar2017_demo
6,Kyaukpyu,206,10,myanmar2017_demo
6,Kyauktaw,9280,10,myanmar2017_demo
6,Maungdaw,1791,10,myanmar2017_demo
6,Myebon,8000,10,myanmar2017_demo
6,Paletwa,5516,10,myanmar2017_demo
6,Pauktaw,4025,10,myanmar2017_demo
6,Ramree,7056,10,myanmar2017_demo
6,Rathedaung,11369,10,myanmar2017_demo
6,Sittwe,9551,10,myanmar2017_demo
7,Buthidaung,7005,10,myanmar2017_demo
7,Cox's Bazar,82418,10,myanmar2017_demo
7,Kyaukpyu,191,10,myanmar2017_demo
7,Kyauktaw,10512,10,myanmar2017_demo
7,Maungdaw,2039,10,myanmar2017_demo
7,Myebon,8207,10,myanmar2017_demo
7,Paletwa,6087,10,myanmar2017_demo
7,Pauktaw,4413,10,myanmar2017_demo
7,Ramree,8831,10,myanmar2017_demo
7,Rathedaung,12709,10,myanmar2017_demo
7,Sittwe,9742,10,myanmar2017_demo
8,Buthidaung,7361,10,myanmar2017_demo
8,Cox's Bazar,84440,10,myanmar2017_demo
8,Kyaukpyu,180,10,myanmar2017_demo
8,Kyauktaw,11621,10,myanmar2017_demo
8,Maungdaw,2265,10,myanmar2017_demo
8,Myebon,8481,10,myanmar2017_demo
8,Paletwa,6763,10,myanmar2017_demo
8,Pauktaw,4876,10,myanmar2017_demo
8,Ramree,10706,10,myanmar2017_demo
8,Rathedaung,14065,10,myanmar2017_demo
8,Sittwe,10082,10,myanmar2017_demo
9,Buthidaung,7713,10,myanmar2017_demo
9,Cox's Bazar,86503,10,myanmar2017_demo
9,Kyaukpyu,168,10,myanmar2017_demo
9,Kyauktaw,12762,10,myanmar2017_demo
9,Maungdaw,2470,10,myanmar2017_demo
9,Myebon,8818,10,myanmar2017_demo
9,Paletwa,7415,10,myanmar2017_demo
9,Pauktaw,5334,10,myanmar2017_demo
9,Ramree,12835,10,myanmar2017_demo
9,Rathedaung,15282,10,myanmar2017_demo
9,Sittwe,10503,10,myanmar2017_demo
10,Buthidaung,7930,10,myanmar2017_demo
10,Cox's Bazar,88513,10,myanmar2017_demo
10,Kyaukpyu,158,10,myanmar2017_demo
10,Kyauktaw,13779,10,myanmar2017_demo
10,Maungdaw,2694,10,myanmar2017_demo
10,Myebon,9170,10,myanmar2017_demo
10,Paletwa,8080,10,myanmar2017_demo
10,Pauktaw,5754,10,myanmar2017_demo
10,Ramree,15058,10,myanmar2017_demo
10,Rathedaung,16523,10,myanmar2017_demo
10,Sittwe,10995,10,myanmar2017_demo
11,Buthidaung,8227,10,myanmar2017_demo
11,Cox's Bazar,90530,10,myanmar2017_demo
11,Kyaukpyu,150,10,myanmar2017_demo
11,Kyauktaw,14869,10,myanmar2017_demo
11,Maungdaw,2920,10,myanmar2017_demo
11,Myebon,9492,10,myanmar2017_demo
11,Paletwa,8774,10,myanmar2017_demo
11,Pauktaw,6209,10,myanmar2017_demo
11,Ramree,17500,10,myanmar2017_demo
11,Rathedaung,17658,10,myanmar2017_demo
11,Sittwe,11566,10,myanmar2017_demo
12,Buthidaung,8527,10,myanmar2017_demo
12,Cox's Bazar,92614,10,myanmar2017_demo
12,Kyaukpyu,145,10,myanmar2017_demo
12,Kyauktaw,15763,10,myanmar2017_demo
12,Maungdaw,3188,10,myanmar2017_demo
12,Myebon,9868,10,myanmar2017_demo
12,Paletwa,9485,10,myanmar2017_demo
12,Pauktaw,6759,10,myanmar2017_demo
12,Ramree,19993,10,myanmar2017_demo
12,Rathedaung,18760,10,myanmar2017_demo
12,Sittwe,12119,10,myanmar2017_demo
13,Buthidaung,9369,10,myanmar2017_demo
13,Cox's Bazar,94652,10,myanmar2017_demo
13,Kyaukpyu,138,10,myanmar2017_demo
13,Kyauktaw,16671,10,myanmar2017_demo
13,Maungdaw,3552,10,myanmar2017_demo
13,Myebon,10257,10,myanmar2017_demo
13,Paletwa,10474,10,myanmar2017_demo
13,Pauktaw,7302,10,myanmar2017_demo
13,Ramree,22632,10,myanmar2017_demo
13,Rathedaung,20294,10,myanmar2017_demo
13,Sittwe,12686,10,myanmar2017_demo
14,Buthidaung,9896,10,myanmar2017_demo
14,Cox's Bazar,96795,10,myanmar2017_demo
14,Kyaukpyu,133,10,myanmar2017_demo
14,Kyauktaw,17547,10,myanmar2017_demo
14,Maungdaw,3937,10,myanmar2017_demo
14,Myebon,10630,10,myanmar2017_demo
14,Paletwa,11676,10,myanmar2017_demo
14,Pauktaw,7861,10,myanmar2017_demo
14,Ramree,25282,10,myanmar2017_demo
14,Rathedaung,22144,10,myanmar2017_demo
14,Sittwe,13569,10,myanmar2017_demo
0,Buthidaung,1077,1,myanmar2017_network
0,Cox's Bazar,70137,1,myanmar2017_network
0,Kyaukpyu,271,1,myanmar2017_network
0,Kyauktaw,979,1,myanmar2017_network
0,Maungdaw,1925,1,myanmar2017_network
0,Myebon,3835,1,myanmar2017_network
0,Paletwa,537,1,myanmar2017_network
0,Pauktaw,2305,1,myanmar2017_network
0,Ramree,196,1,myanmar2017_network
0,Rathedaung,2446,1,myanmar2017_network
0,Sittwe,13774,1,myanmar2017_network
1,Buthidaung,2454,1,myanmar2017_network
1,Cox's Bazar,71872,1,myanmar2017_network
1,Kyaukpyu,261,1,myanmar2017_network
1,Kyauktaw,2666,1,myanmar2017_network
1,Maungdaw,1622,1,myanmar2017_network
1,Myebon,6325,1,myanmar2017_network
1,Paletwa,1621,1,myanmar2017_network
1,Pauktaw,2271,1,myanmar2017_network
1,Ramree,644,1,myanmar2017_network
1,Rathedaung,4539,1,myanmar2017_network
1,Sittwe,12473,1,myanmar2017_network
2,Buthidaung,3266,1,myanmar2017_network
2,Cox's Bazar,73609,1,myanmar2017_network
2,Kyaukpyu,247,1,myanmar2017_network
2,Kyauktaw,4189,1,myanmar2017_network
2,Maungdaw,1422,1,myanmar2017_network
2,Myebon,6782,1,myanmar2017_network
2,Paletwa,2537,1,myanmar2017_network
2,Pauktaw,2440,1,myanmar2017_network
2,Ramree,1536,1,myanmar2017_network
2,Rathedaung,6127,1,myanmar2017_network
2,Sittwe,11485,1,myanmar2017_network
3,Buthidaung,4082,1,myanmar2017_network
3,Cox's Bazar,75434,1,myanmar2017_network
3,Kyaukpyu,238,1,myanmar2017_network
3,Kyauktaw,5594,1,myanmar2017_network
3,Maungdaw,1470,1,myanmar2017_network
3,Myebon,7125,1,myanmar2017_network
3,Paletwa,3411,1,myanmar2017_network
3,Pauktaw,2648,1,myanmar2017_network
3,Ramree,2692,1,myanmar2017_network
3,Rathedaung,7544,1,myanmar2017_network
3,Sittwe,10815,1,myanmar2017_network
4,Buthidaung,4819,1,myanmar2017_network
4,Cox's Bazar,77127,1,myanmar2017_network
4,Kyaukpyu,220,1,myanmar2017_network
4,Kyauktaw,6873,1,myanmar2017_network
4,Maungdaw,1531,1,myanmar2017_network
4,Myebon,7421,1,myanmar2017_network
4,Paletwa,4284,1,myanmar2017_network
4,Pauktaw,2969,1,myanmar2017_network
4,Ramree,4049,1,myanmar2017_network
4,Rathedaung,8955,1,myanmar2017_network
4,Sittwe,10242,1,myanmar2017_network
5,Buthidaung,5600,1,myanmar2017_network
5,Cox's Bazar,78815,1,myanmar2017_network
5,Kyaukpyu,213,1,myanmar2017_network
5,Kyauktaw,8018,1,myanmar2017_network
5,Maungdaw,1622,1,myanmar2017_network
5,Myebon,7617,1,myanmar2017_network
5,Paletwa,5005,1,myanmar2017_network
5,Pauktaw,3503,1,myanmar2017_network
5,Ramree,5600,1,myanmar2017_network
5,Rathedaung,10173,1,myanmar2017_network
5,Sittwe,9849,1,myanmar2017_network
6,Buthidaung,6400,1,myanmar2017_network
6,Cox's Bazar,80554,1,myanmar2017_network
6,Kyaukpyu,200,1,myanmar2017_network
6,Kyauktaw,9125,1,myanmar2017_network
6,Maungdaw,1848,1,myanmar2017_network
6,Myebon,7911,1,myanmar2017_network
6,Paletwa,5552,1,myanmar2017_network
6,Pauktaw,3942,1,myanmar2017_network
6,Ramree,7140,1,myanmar2017_network
6,Rathedaung,11405,1,myanmar2017_network
6,Sittwe,9668,1,myanmar2017_network
7,Buthidaung,6980,1,myanmar2017_network
7,Cox's Bazar,82328,1,myanmar2017_network
7,Kyaukpyu,193,1,myanmar2017_network
7,Kyauktaw,10262,1,myanmar2017_network
7,Maungdaw,2134,1,myanmar2017_network
7,Myebon,8194,1,myanmar2017_network
7,Paletwa,6184,1,myanmar2017_network
7,Pauktaw,4413,1,myanmar2017_network
7,Ramree,8793,1,myanmar2017_network
7,Rathedaung,12804,1,myanmar2017_network
7,Sittwe,9773,1,myanmar2017_network
8,Buthidaung,7404,1,myanmar2017_network
8,Cox's Bazar,84258,1,myanmar2017_network
8,Kyaukpyu,180,1,myanmar2017_network
8,Kyauktaw,11483,1,myanmar2017_network
8,Maungdaw,2363,1,myanmar2017_network
8,Myebon,8425,1,myanmar2017_network
8,Paletwa,6760,1,myanmar2017_network
8,Pauktaw,4812,1,myanmar2017_network
8,Ramree,10748,1,myanmar2017_network
8,Rathedaung,14093,1,myanmar2017_network
8,Sittwe,10125,1,myanmar2017_network
9,Buthidaung,7758,1,myanmar2017_network
9,Cox's Bazar,86245,1,myanmar2017_network
9,Kyaukpyu,171,1,myanmar2017_network
9,Kyauktaw,12713,1,myanmar2017_network
9,Maungdaw,2578,1,myanmar2017_network
9,Myebon,8712,1,myanmar2017_network
9,Paletwa,7399,1,myanmar2017_network
9,Pauktaw,5229,1,myanmar2017_network
9,Ramree,12856,1,myanmar2017_network
9,Rathedaung,15300,1,myanmar2017_network
9,Sittwe,10560,1,myanmar2017_network
10,Buthidaung,8081,1,myanmar2017_network
10,Cox's Bazar,88201,1,myanmar2017_network
10,Kyaukpyu,162,1,myanmar2017_network
10,Kyauktaw,13856,1,myanmar2017_network
10,Maungdaw,2798,1,myanmar2017_network
