Day,Place,Muslim,run,Instance
8,Kyauktaw,11348,4,myanmar2017_demo
8,Maungdaw,2268,4,myanmar2017_demo
8,Myebon,8493,4,myanmar2017_demo
8,Paletwa,6719,4,myanmar2017_demo
8,Pauktaw,4847,4,myanmar2017_demo
8,Ramree,10973,4,myanmar2017_demo
8,Rathedaung,14155,4,myanmar2017_demo
8,Sittwe,10076,4,myanmar2017_demo
9,Buthidaung,7847,4,myanmar2017_demo
9,Cox's Bazar,86645,4,myanmar2017_demo
9,Kyaukpyu,204,4,myanmar2017_demo
9,Kyauktaw,12450,4,myanmar2017_demo
9,Maungdaw,2515,4,myanmar2017_demo
9,Myebon,8745,4,myanmar2017_demo
9,Paletwa,7328,4,myanmar2017_demo
9,Pauktaw,5285,4,myanmar2017_demo
9,Ramree,13112,4,myanmar2017_demo
9,Rathedaung,15431,4,myanmar2017_demo
9,Sittwe,10530,4,myanmar2017_demo
10,Buthidaung,8156,4,myanmar2017_demo
10,Cox's Bazar,88713,4,myanmar2017_demo
10,Kyaukpyu,194,4,myanmar2017_demo
10,Kyauktaw,13537,4,myanmar2017_demo
10,Maungdaw,2738,4,myanmar2017_demo
10,Myebon,9049,4,myanmar2017_demo
10,Paletwa,8004,4,myanmar2017_demo
10,Pauktaw,5685,4,myanmar2017_demo
10,Ramree,15514,4,myanmar2017_demo
10,Rathedaung,16683,4,myanmar2017_demo
10,Sittwe,11059,4,myanmar2017_demo
11,Buthidaung,8496,4,myanmar2017_demo
11,Cox's Bazar,90728,4,myanmar2017_demo
11,Kyaukpyu,186,4,myanmar2017_demo
11,Kyauktaw,14593,4,myanmar2017_demo
11,Maungdaw,2965,4,myanmar2017_demo
11,Myebon,9405,4,myanmar2017_demo
11,Paletwa,8662,4,myanmar2017_demo
11,Pauktaw,6122,4,myanmar2017_demo
11,Ramree,17949,4,myanmar2017_demo
11,Rathedaung,17841,4,myanmar2017_demo
11,Sittwe,11581,4,myanmar2017_demo
12,Buthidaung,8781,4,myanmar2017_demo
12,Cox's Bazar,92795,4,myanmar2017_demo
12,Kyaukpyu,179,4,myanmar2017_demo
12,Kyauktaw,15573,4,myanmar2017_demo
12,Maungdaw,3194,4,myanmar2017_demo
12,Myebon,9722,4,myanmar2017_demo
12,Paletwa,9329,4,myanmar2017_demo
12,Pauktaw,6625,4,myanmar2017_demo
12,Ramree,20419,4,myanmar2017_demo
12,Rathedaung,19002,4,myanmar2017_demo
12,Sittwe,12203,4,myanmar2017_demo
13,Buthidaung,9615,4,myanmar2017_demo
13,Cox's Bazar,94879,4,myanmar2017_demo
13,Kyaukpyu,172,4,myanmar2017_demo
13,Kyauktaw,16503,4,myanmar2017_demo
13,Maungdaw,3556,4,myanmar2017_demo
13,Myebon,10025,4,myanmar2017_demo
13,Paletwa,10365,4,myanmar2017_demo
13,Pauktaw,7240,4,myanmar2017_demo
13,Ramree,22960,4,myanmar2017_demo
13,Rathedaung,20558,4,myanmar2017_demo
13,Sittwe,12792,4,myanmar2017_demo
14,Buthidaung,10017,4,myanmar2017_demo
14,Cox's Bazar,97101,4,myanmar2017_demo
14,Kyaukpyu,163,4,myanmar2017_demo
14,Kyauktaw,17413,4,myanmar2017_demo
14,Maungdaw,3927,4,myanmar2017_demo
14,Myebon,10372,4,myanmar2017_demo
14,Paletwa,11563,4,myanmar2017_demo
14,Pauktaw,7864,4,myanmar2017_demo
14,Ramree,25608,4,myanmar2017_demo
14,Rathedaung,22406,4,myanmar2017_demo
14,Sittwe,13785,4,myanmar2017_demo
0,Buthidaung,1098,5,myanmar2017_demo
0,Cox's Bazar,70582,5,myanmar2017_demo
0,Kyaukpyu,273,5,myanmar2017_demo
0,Kyauktaw,1000,5,myanmar2017_demo
0,Maungdaw,1986,5,myanmar2017_demo
0,Myebon,3891,5,myanmar2017_demo
0,Paletwa,453,5,myanmar2017_demo
0,Pauktaw,2361,5,myanmar2017_demo
0,Ramree,148,5,myanmar2017_demo
0,Rathedaung,2566,5,myanmar2017_demo
0,Sittwe,13498,5,myanmar2017_demo
1,Buthidaung,2394,5,myanmar2017_demo
1,Cox's Bazar,72367,5,myanmar2017_demo
1,Kyaukpyu,257,5,myanmar2017_demo
1,Kyauktaw,2672,5,myanmar2017_demo
1,Maungdaw,1675,5,myanmar2017_demo
1,Myebon,6462,5,myanmar2017_demo
1,Paletwa,1484,5,myanmar2017_demo
1,Pauktaw,2363,5,myanmar2017_demo
1,Ramree,587,5,myanmar2017_demo
1,Rathedaung,4548,5,myanmar2017_demo
1,Sittwe,12271,5,myanmar2017_demo
2,Buthidaung,3267,5,myanmar2017_demo
2,Cox's Bazar,74078,5,myanmar2017_demo
2,Kyaukpyu,250,5,myanmar2017_demo
2,Kyauktaw,4188,5,myanmar2017_demo
2,Maungdaw,1462,5,myanmar2017_demo
2,Myebon,6808,5,myanmar2017_demo
2,Paletwa,2387,5,myanmar2017_demo
2,Pauktaw,2542,5,myanmar2017_demo
2,Ramree,1435,5,myanmar2017_demo
2,Rathedaung,6226,5,myanmar2017_demo
2,Sittwe,11410,5,myanmar2017_demo
3,Buthidaung,4135,5,myanmar2017_demo
3,Cox's Bazar,75731,5,myanmar2017_demo
3,Kyaukpyu,237,5,myanmar2017_demo
3,Kyauktaw,5621,5,myanmar2017_demo
3,Maungdaw,1484,5,myanmar2017_demo
3,Myebon,7130,5,myanmar2017_demo
3,Paletwa,3227,5,myanmar2017_demo
3,Pauktaw,2757,5,myanmar2017_demo
3,Ramree,2533,5,myanmar2017_demo
3,Rathedaung,7656,5,myanmar2017_demo
3,Sittwe,10666,5,myanmar2017_demo
4,Buthidaung,4896,5,myanmar2017_demo
4,Cox's Bazar,77436,5,myanmar2017_demo
4,Kyaukpyu,230,5,myanmar2017_demo
4,Kyauktaw,6874,5,myanmar2017_demo
4,Maungdaw,1537,5,myanmar2017_demo
4,Myebon,7390,5,myanmar2017_demo
4,Paletwa,4048,5,myanmar2017_demo
4,Pauktaw,3157,5,myanmar2017_demo
4,Ramree,3873,5,myanmar2017_demo
4,Rathedaung,8890,5,myanmar2017_demo
4,Sittwe,10100,5,myanmar2017_demo
5,Buthidaung,5615,5,myanmar2017_demo
5,Cox's Bazar,79034,5,myanmar2017_demo
5,Kyaukpyu,224,5,myanmar2017_demo
5,Kyauktaw,8115,5,myanmar2017_demo
5,Maungdaw,1613,5,myanmar2017_demo
5,Myebon,7624,5,myanmar2017_demo
5,Paletwa,4876,5,myanmar2017_demo
5,Pauktaw,3563,5,myanmar2017_demo
5,Ramree,5312,5,myanmar2017_demo
5,Rathedaung,10038,5,myanmar2017_demo
5,Sittwe,9813,5,myanmar2017_demo
6,Buthidaung,6388,5,myanmar2017_demo
6,Cox's Bazar,80892,5,myanmar2017_demo
6,Kyaukpyu,215,5,myanmar2017_demo
6,Kyauktaw,9284,5,myanmar2017_demo
6,Maungdaw,1822,5,myanmar2017_demo
6,Myebon,7882,5,myanmar2017_demo
6,Paletwa,5404,5,myanmar2017_demo
6,Pauktaw,3979,5,myanmar2017_demo
6,Ramree,6866,5,myanmar2017_demo
6,Rathedaung,11218,5,myanmar2017_demo
6,Sittwe,9584,5,myanmar2017_demo
7,Buthidaung,7081,5,myanmar2017_demo
7,Cox's Bazar,82427,5,myanmar2017_demo
7,Kyaukpyu,211,5,myanmar2017_demo
7,Kyauktaw,10446,5,myanmar2017_demo
7,Maungdaw,2068,5,myanmar2017_demo
7,Myebon,8128,5,myanmar2017_demo
7,Paletwa,6029,5,myanmar2017_demo
7,Pauktaw,4368,5,myanmar2017_demo
7,Ramree,8591,5,myanmar2017_demo
7,Rathedaung,12522,5,myanmar2017_demo
7,Sittwe,9770,5,myanmar2017_demo
8,Buthidaung,7488,5,myanmar2017_demo
8,Cox's Bazar,84402,5,myanmar2017_demo
8,Kyaukpyu,204,5,myanmar2017_demo
8,Kyauktaw,11554,5,myanmar2017_demo
8,Maungdaw,2314,5,myanmar2017_demo
8,Myebon,8373,5,myanmar2017_demo
8,Paletwa,6665,5,myanmar2017_demo
8,Pauktaw,4791,5,myanmar2017_demo
8,Ramree,10507,5,myanmar2017_demo
8,Rathedaung,13948,5,myanmar2017_demo
8,Sittwe,10039,5,myanmar2017_demo
9,Buthidaung,7813,5,myanmar2017_demo
9,Cox's Bazar,86452,5,myanmar2017_demo
9,Kyaukpyu,194,5,myanmar2017_demo
9,Kyauktaw,12666,5,myanmar2017_demo
9,Maungdaw,2514,5,myanmar2017_demo
9,Myebon,8620,5,myanmar2017_demo
9,Paletwa,7272,5,myanmar2017_demo
9,Pauktaw,5292,5,myanmar2017_demo
9,Ramree,12560,5,myanmar2017_demo
9,Rathedaung,15237,5,myanmar2017_demo
9,Sittwe,10487,5,myanmar2017_demo
10,Buthidaung,8140,5,myanmar2017_demo
10,Cox's Bazar,88528,5,myanmar2017_demo
10,Kyaukpyu,184,5,myanmar2017_demo
10,Kyauktaw,13731,5,myanmar2017_demo
10,Maungdaw,2749,5,myanmar2017_demo
10,Myebon,9000,5,myanmar2017_demo
10,Paletwa,7891,5,myanmar2017_demo
10,Pauktaw,5782,5,myanmar2017_demo
10,Ramree,14843,5,myanmar2017_demo
10,Rathedaung,16543,5,myanmar2017_demo
10,Sittwe,10951,5,myanmar2017_demo
11,Buthidaung,8421,5,myanmar2017_demo
11,Cox's Bazar,90519,5,myanmar2017_demo
11,Kyaukpyu,175,5,myanmar2017_demo
11,Kyauktaw,14750,5,myanmar2017_demo
11,Maungdaw,2983,5,myanmar2017_demo
11,Myebon,9315,5,myanmar2017_demo
11,Paletwa,8540,5,myanmar2017_demo
11,Pauktaw,6220,5,myanmar2017_demo
11,Ramree,17272,5,myanmar2017_demo
11,Rathedaung,17698,5,myanmar2017_demo
11,Sittwe,11648,5,myanmar2017_demo
12,Buthidaung,8762,5,myanmar2017_demo
12,Cox's Bazar,92589,5,myanmar2017_demo
12,Kyaukpyu,168,5,myanmar2017_demo
12,Kyauktaw,15744,5,myanmar2017_demo
12,Maungdaw,3209,5,myanmar2017_demo
12,Myebon,9697,5,myanmar2017_demo
12,Paletwa,9203,5,myanmar2017_demo
12,Pauktaw,6722,5,myanmar2017_demo
12,Ramree,19780,5,myanmar2017_demo
12,Rathedaung,18825,5,myanmar2017_demo
12,Sittwe,12346,5,myanmar2017_demo
13,Buthidaung,9541,5,myanmar2017_demo
13,Cox's Bazar,94624,5,myanmar2017_demo
13,Kyaukpyu,159,5,myanmar2017_demo
13,Kyauktaw,16719,5,myanmar2017_demo
13,Maungdaw,3536,5,myanmar2017_demo
13,Myebon,10096,5,myanmar2017_demo
13,Paletwa,10248,5,myanmar2017_demo
13,Pauktaw,7227,5,myanmar2017_demo
13,Ramree,22259,5,myanmar2017_demo
13,Rathedaung,20411,5,myanmar2017_demo
13,Sittwe,12873,5,myanmar2017_demo
14,Buthidaung,10041,5,myanmar2017_demo
14,Cox's Bazar,96816,5,myanmar2017_demo
14,Kyaukpyu,150,5,myanmar2017_demo
14,Kyauktaw,17472,5,myanmar2017_demo
14,Maungdaw,3890,5,myanmar2017_demo
14,Myebon,10431,5,myanmar2017_demo
14,Paletwa,11397,5,myanmar2017_demo
14,Pauktaw,7864,5,myanmar2017_demo
14,Ramree,24906,5,myanmar2017_demo
14,Rathedaung,22314,5,myanmar2017_demo
14,Sittwe,13757,5,myanmar2017_demo
0,Buthidaung,1106,6,myanmar2017_demo
0,Cox's Bazar,70168,6,myanmar2017_demo
0,Kyaukpyu,266,6,myanmar2017_demo
0,Kyauktaw,1057,6,myanmar2017_demo
0,Maungdaw,2010,6,myanmar2017_demo
0,Myebon,3921,6,myanmar2017_demo
0,Paletwa,518,6,myanmar2017_demo
0,Pauktaw,2329,6,myanmar2017_demo
0,Ramree,163,6,myanmar2017_demo
0,Rathedaung,2648,6,myanmar2017_demo
0,Sittwe,13370,6,myanmar2017_demo
1,Buthidaung,2495,6,myanmar2017_demo
1,Cox's Bazar,71961,6,myanmar2017_demo
1,Kyaukpyu,255,6,myanmar2017_demo
1,Kyauktaw,2826,6,myanmar2017_demo
1,Maungdaw,1706,6,myanmar2017_demo
1,Myebon,6526,6,myanmar2017_demo
1,Paletwa,1588,6,myanmar2017_demo
1,Pauktaw,2384,6,myanmar2017_demo
1,Ramree,569,6,myanmar2017_demo
1,Rathedaung,4687,6,myanmar2017_demo
1,Sittwe,12096,6,myanmar2017_demo
2,Buthidaung,3350,6,myanmar2017_demo
2,Cox's Bazar,73652,6,myanmar2017_demo
2,Kyaukpyu,246,6,myanmar2017_demo
2,Kyauktaw,4369,6,myanmar2017_demo
2,Maungdaw,1467,6,myanmar2017_demo
2,Myebon,6947,6,myanmar2017_demo
2,Paletwa,2525,6,myanmar2017_demo
2,Pauktaw,2539,6,myanmar2017_demo
2,Ramree,1433,6,myanmar2017_demo
2,Rathedaung,6276,6,myanmar2017_demo
2,Sittwe,11198,6,myanmar2017_demo
3,Buthidaung,4156,6,myanmar2017_demo
3,Cox's Bazar,75468,6,myanmar2017_demo
3,Kyaukpyu,235,6,myanmar2017_demo
3,Kyauktaw,5772,6,myanmar2017_demo
3,Maungdaw,1530,6,myanmar2017_demo
3,Myebon,7268,6,myanmar2017_demo
3,Paletwa,3437,6,myanmar2017_demo
3,Pauktaw,2822,6,myanmar2017_demo
3,Ramree,2606,6,myanmar2017_demo
3,Rathedaung,7716,6,myanmar2017_demo
3,Sittwe,10445,6,myanmar2017_demo
4,Buthidaung,4955,6,myanmar2017_demo
4,Cox's Bazar,77155,6,myanmar2017_demo
4,Kyaukpyu,226,6,myanmar2017_demo
4,Kyauktaw,7065,6,myanmar2017_demo
4,Maungdaw,1564,6,myanmar2017_demo
4,Myebon,7471,6,myanmar2017_demo
4,Paletwa,4257,6,myanmar2017_demo
4,Pauktaw,3210,6,myanmar2017_demo
4,Ramree,4009,6,myanmar2017_demo
4,Rathedaung,9020,6,myanmar2017_demo
4,Sittwe,9949,6,myanmar2017_demo
5,Buthidaung,5654,6,myanmar2017_demo
5,Cox's Bazar,78966,6,myanmar2017_demo
5,Kyaukpyu,215,6,myanmar2017_demo
5,Kyauktaw,8133,6,myanmar2017_demo
5,Maungdaw,1649,6,myanmar2017_demo
5,Myebon,7723,6,myanmar2017_demo
5,Paletwa,5206,6,myanmar2017_demo
5,Pauktaw,3623,6,myanmar2017_demo
5,Ramree,5549,6,myanmar2017_demo
5,Rathedaung,10191,6,myanmar2017_demo
5,Sittwe,9708,6,myanmar2017_demo
6,Buthidaung,6445,6,myanmar2017_demo
6,Cox's Bazar,80661,6,myanmar2017_demo
6,Kyaukpyu,204,6,myanmar2017_demo
6,Kyauktaw,9352,6,myanmar2017_demo
6,Maungdaw,1882,6,myanmar2017_demo
6,Myebon,7947,6,myanmar2017_demo
6,Paletwa,5702,6,myanmar2017_demo
6,Pauktaw,4052,6,myanmar2017_demo
6,Ramree,7095,6,myanmar2017_demo
6,Rathedaung,11530,6,myanmar2017_demo
6,Sittwe,9428,6,myanmar2017_demo
7,Buthidaung,7036,6,myanmar2017_demo
7,Cox's Bazar,82487,6,myanmar2017_demo
7,Kyaukpyu,193,6,myanmar2017_demo
7,Kyauktaw,10627,6,myanmar2017_demo
7,Maungdaw,2114,6,myanmar2017_demo
7,Myebon,8178,6,myanmar2017_demo
7,Paletwa,6324,6,myanmar2017_demo
7,Pauktaw,4497,6,myanmar2017_demo
7,Ramree,8861,6,myanmar2017_demo
7,Rathedaung,12910,6,myanmar2017_demo
7,Sittwe,9502,6,myanmar2017_demo
8,Buthidaung,7521,6,myanmar2017_demo
8,Cox's Bazar,84403,6,myanmar2017_demo
8,Kyaukpyu,185,6,myanmar2017_demo
8,Kyauktaw,11774,6,myanmar2017_demo
8,Maungdaw,2328,6,myanmar2017_demo
8,Myebon,8434,6,myanmar2017_demo
8,Paletwa,6937,6,myanmar2017_demo
8,Pauktaw,4960,6,myanmar2017_demo
8,Ramree,10850,6,myanmar2017_demo
8,Rathedaung,14060,6,myanmar2017_demo
8,Sittwe,9849,6,myanmar2017_demo
9,Buthidaung,7792,6,myanmar2017_demo
9,Cox's Bazar,86404,6,myanmar2017_demo
9,Kyaukpyu,177,6,myanmar2017_demo
9,Kyauktaw,12879,6,myanmar2017_demo
9,Maungdaw,2570,6,myanmar2017_demo
9,Myebon,8697,6,myanmar2017_demo
9,Paletwa,7564,6,myanmar2017_demo
9,Pauktaw,5392,6,myanmar2017_demo
9,Ramree,12979,6,myanmar2017_demo
9,Rathedaung,15255,6,myanmar2017_demo
9,Sittwe,10272,6,myanmar2017_demo
10,Buthidaung,8123,6,myanmar2017_demo
10,Cox's Bazar,88449,6,myanmar2017_demo
10,Kyaukpyu,165,6,myanmar2017_demo
10,Kyauktaw,13914,6,myanmar2017_demo
10,Maungdaw,2825,6,myanmar2017_demo
10,Myebon,9010,6,myanmar2017_demo
10,Paletwa,8228,6,myanmar2017_demo
10,Pauktaw,5853,6,myanmar2017_demo
10,Ramree,15279,6,myanmar2017_demo
10,Rathedaung,16425,6,myanmar2017_demo
10,Sittwe,10707,6,myanmar2017_demo
11,Buthidaung,8425,6,myanmar2017_demo
11,Cox's Bazar,90419,6,myanmar2017_demo
11,Kyaukpyu,154,6,myanmar2017_demo
11,Kyauktaw,14990,6,myanmar2017_demo
11,Maungdaw,3003,6,myanmar2017_demo
11,Myebon,9306,6,myanmar2017_demo
11,Paletwa,8887,6,myanmar2017_demo
11,Pauktaw,6262,6,myanmar2017_demo
11,Ramree,17677,6,myanmar2017_demo
11,Rathedaung,17566,6,myanmar2017_demo
11,Sittwe,11259,6,myanmar2017_demo
12,Buthidaung,8750,6,myanmar2017_demo
12,Cox's Bazar,92446,6,myanmar2017_demo
12,Kyaukpyu,143,6,myanmar2017_demo
12,Kyauktaw,15854,6,myanmar2017_demo
12,Maungdaw,3210,6,myanmar2017_demo
12,Myebon,9669,6,myanmar2017_demo
12,Paletwa,9566,6,myanmar2017_demo
12,Pauktaw,6734,6,myanmar2017_demo
12,Ramree,20238,6,myanmar2017_demo
12,Rathedaung,18709,6,myanmar2017_demo
12,Sittwe,11830,6,myanmar2017_demo
13,Buthidaung,9548,6,myanmar2017_demo
13,Cox's Bazar,94480,6,myanmar2017_demo
13,Kyaukpyu,139,6,myanmar2017_demo
13,Kyauktaw,16750,6,myanmar2017_demo
13,Maungdaw,3506,6,myanmar2017_demo
13,Myebon,10022,6,myanmar2017_demo
13,Paletwa,10535,6,myanmar2017_demo
13,Pauktaw,7247,6,myanmar2017_demo
13,Ramree,22754,6,myanmar2017_demo
13,Rathedaung,20293,6,myanmar2017_demo
13,Sittwe,12399,6,myanmar2017_demo
14,Buthidaung,10087,6,myanmar2017_demo
14,Cox's Bazar,96544,6,myanmar2017_demo
14,Kyaukpyu,130,6,myanmar2017_demo
14,Kyauktaw,17515,6,myanmar2017_demo
14,Maungdaw,3878,6,myanmar2017_demo
14,Myebon,10436,6,myanmar2017_demo
14,Paletwa,11677,6,myanmar2017_demo
14,Pauktaw,7933,6,myanmar2017_demo
14,Ramree,25391,6,myanmar2017_demo
14,Rathedaung,22137,6,myanmar2017_demo
14,Sittwe,13223,6,myanmar2017_demo
0,Buthidaung,1114,7,myanmar2017_demo
0,Cox's Bazar,70125,7,myanmar2017_demo
0,Kyaukpyu,260,7,myanmar2017_demo
0,Kyauktaw,1005,7,myanmar2017_demo
0,Maungdaw,1883,7,myanmar2017_demo
0,Myebon,3881,7,myanmar2017_demo
0,Paletwa,494,7,myanmar2017_demo
0,Pauktaw,2363,7,myanmar2017_demo
0,Ramree,179,7,myanmar2017_demo
0,Rathedaung,2581,7,myanmar2017_demo
0,Sittwe,13588,7,myanmar2017_demo
1,Buthidaung,2453,7,myanmar2017_demo
1,Cox's Bazar,71918,7,myanmar2017_demo
1,Kyaukpyu,242,7,myanmar2017_demo
1,Kyauktaw,2689,7,myanmar2017_demo
1,Maungdaw,1543,7,myanmar2017_demo
1,Myebon,6417,7,myanmar2017_demo
1,Paletwa,1584,7,myanmar2017_demo
1,Pauktaw,2315,7,myanmar2017_demo
1,Ramree,662,7,myanmar2017_demo
1,Rathedaung,4603,7,myanmar2017_demo
1,Sittwe,12385,7,myanmar2017_demo
2,Buthidaung,3216,7,myanmar2017_demo
2,Cox's Bazar,73601,7,myanmar2017_demo
2,Kyaukpyu,232,7,myanmar2017_demo
2,Kyauktaw,4200,7,myanmar2017_demo
2,Maungdaw,1355,7,myanmar2017_demo
2,Myebon,6854,7,myanmar2017_demo
2,Paletwa,2518,7,myanmar2017_demo
2,Pauktaw,2488,7,myanmar2017_demo
2,Ramree,1530,7,myanmar2017_demo
2,Rathedaung,6159,7,myanmar2017_demo
2,Sittwe,11471,7,myanmar2017_demo
3,Buthidaung,4032,7,myanmar2017_demo
3,Cox's Bazar,75339,7,myanmar2017_demo
3,Kyaukpyu,227,7,myanmar2017_demo
3,Kyauktaw,5601,7,myanmar2017_demo
3,Maungdaw,1376,7,myanmar2017_demo
3,Myebon,7214,7,myanmar2017_demo
3,Paletwa,3390,7,myanmar2017_demo
3,Pauktaw,2712,7,myanmar2017_demo
3,Ramree,2597,7,myanmar2017_demo
3,Rathedaung,7667,7,myanmar2017_demo
3,Sittwe,10740,7,myanmar2017_demo
4,Buthidaung,4785,7,myanmar2017_demo
4,Cox's Bazar,77083,7,myanmar2017_demo
4,Kyaukpyu,218,7,myanmar2017_demo
4,Kyauktaw,6916,7,myanmar2017_demo
4,Maungdaw,1411,7,myanmar2017_demo
4,Myebon,7491,7,myanmar2017_demo
4,Paletwa,4283,7,myanmar2017_demo
4,Pauktaw,3153,7,myanmar2017_demo
4,Ramree,3878,7,myanmar2017_demo
4,Rathedaung,8989,7,myanmar2017_demo
4,Sittwe,10265,7,myanmar2017_demo
5,Buthidaung,5456,7,myanmar2017_demo
5,Cox's Bazar,78729,7,myanmar2017_demo
5,Kyaukpyu,204,7,myanmar2017_demo
5,Kyauktaw,8131,7,myanmar2017_demo
5,Maungdaw,1503,7,myanmar2017_demo
5,Myebon,7747,7,myanmar2017_demo
5,Paletwa,5153,7,myanmar2017_demo
5,Pauktaw,3553,7,myanmar2017_demo
5,Ramree,5379,7,myanmar2017_demo
5,Rathedaung,10130,7,myanmar2017_demo
5,Sittwe,9925,7,myanmar2017_demo
6,Buthidaung,6312,7,myanmar2017_demo
6,Cox's Bazar,80521,7,myanmar2017_demo
6,Kyaukpyu,198,7,myanmar2017_demo
6,Kyauktaw,9342,7,myanmar2017_demo
6,Maungdaw,1730,7,myanmar2017_demo
6,Myebon,7944,7,myanmar2017_demo
6,Paletwa,5659,7,myanmar2017_demo
6,Pauktaw,3994,7,myanmar2017_demo
6,Ramree,6993,7,myanmar2017_demo
6,Rathedaung,11391,7,myanmar2017_demo
6,Sittwe,9745,7,myanmar2017_demo
7,Buthidaung,6848,7,myanmar2017_demo
7,Cox's Bazar,82273,7,myanmar2017_demo
7,Kyaukpyu,191,7,myanmar2017_demo
7,Kyauktaw,10561,7,myanmar2017_demo
7,Maungdaw,1994,7,myanmar2017_demo
7,Myebon,8170,7,myanmar2017_demo
7,Paletwa,6310,7,myanmar2017_demo
7,Pauktaw,4426,7,myanmar2017_demo
7,Ramree,8828,7,myanmar2017_demo
7,Rathedaung,12723,7,myanmar2017_demo
7,Sittwe,9917,7,myanmar2017_demo
8,Buthidaung,7223,7,myanmar2017_demo
8,Cox's Bazar,84196,7,myanmar2017_demo
8,Kyaukpyu,183,7,myanmar2017_demo
8,Kyauktaw,11631,7,myanmar2017_demo
8,Maungdaw,2260,7,myanmar2017_demo
8,Myebon,8398,7,myanmar2017_demo
8,Paletwa,6907,7,myanmar2017_demo
8,Pauktaw,4926,7,myanmar2017_demo
8,Ramree,10833,7,myanmar2017_demo
8,Rathedaung,14099,7,myanmar2017_demo
8,Sittwe,10207,7,myanmar2017_demo
9,Buthidaung,7616,7,myanmar2017_demo
9,Cox's Bazar,86272,7,myanmar2017_demo
9,Kyaukpyu,178,7,myanmar2017_demo
9,Kyauktaw,12782,7,myanmar2017_demo
9,Maungdaw,2460,7,myanmar2017_demo
9,Myebon,8691,7,myanmar2017_demo
9,Paletwa,7526,7,myanmar2017_demo
9,Pauktaw,5367,7,myanmar2017_demo
9,Ramree,12925,7,myanmar2017_demo
9,Rathedaung,15345,7,myanmar2017_demo
9,Sittwe,10620,7,myanmar2017_demo
10,Buthidaung,7950,7,myanmar2017_demo
10,Cox's Bazar,88316,7,myanmar2017_demo
10,Kyaukpyu,168,7,myanmar2017_demo
10,Kyauktaw,13929,7,myanmar2017_demo
10,Maungdaw,2735,7,myanmar2017_demo
10,Myebon,8985,7,myanmar2017_demo
10,Paletwa,8120,7,myanmar2017_demo
10,Pauktaw,5808,7,myanmar2017_demo
10,Ramree,15222,7,myanmar2017_demo
10,Rathedaung,16645,7,myanmar2017_demo
10,Sittwe,11145,7,myanmar2017_demo
11,Buthidaung,8286,7,myanmar2017_demo
11,Cox's Bazar,90351,7,myanmar2017_demo
11,Kyaukpyu,164,7,myanmar2017_demo
11,Kyauktaw,15015,7,myanmar2017_demo
11,Maungdaw,2946,7,myanmar2017_demo
11,Myebon,9358,7,myanmar2017_demo
11,Paletwa,8820,7,myanmar2017_demo
11,Pauktaw,6290,7,myanmar2017_demo
11,Ramree,17704,7,myanmar2017_demo
11,Rathedaung,17789,7,myanmar2017_demo
11,Sittwe,11661,7,myanmar2017_demo
12,Buthidaung,8597,7,myanmar2017_demo
12,Cox's Bazar,92366,7,myanmar2017_demo
12,Kyaukpyu,157,7,myanmar2017_demo
12,Kyauktaw,16132,7,myanmar2017_demo
12,Maungdaw,3177,7,myanmar2017_demo
12,Myebon,9664,7,myanmar2017_demo
12,Paletwa,9467,7,myanmar2017_demo
12,Pauktaw,6794,7,myanmar2017_demo
12,Ramree,20333,7,myanmar2017_demo
12,Rathedaung,18984,7,myanmar2017_demo
12,Sittwe,12208,7,myanmar2017_demo
13,Buthidaung,9394,7,myanmar2017_demo
13,Cox's Bazar,94394,7,myanmar2017_demo
13,Kyaukpyu,148,7,myanmar2017_demo
13,Kyauktaw,17096,7,myanmar2017_demo
13,Maungdaw,3493,7,myanmar2017_demo
13,Myebon,10046,7,myanmar2017_demo
13,Paletwa,10447,7,myanmar2017_demo
13,Pauktaw,7278,7,myanmar2017_demo
13,Ramree,22921,7,myanmar2017_demo
13,Rathedaung,20576,7,myanmar2017_demo
13,Sittwe,12751,7,myanmar2017_demo
14,Buthidaung,9973,7,myanmar2017_demo
14,Cox's Bazar,96557,7,myanmar2017_demo
14,Kyaukpyu,141,7,myanmar2017_demo
14,Kyauktaw,17910,7,myanmar2017_demo
14,Maungdaw,3823,7,myanmar2017_demo
14,Myebon,10369,7,myanmar2017_demo
14,Paletwa,11602,7,myanmar2017_demo
14,Pauktaw,7913,7,myanmar2017_demo
14,Ramree,25607,7,myanmar2017_demo
14,Rathedaung,22433,7,myanmar2017_demo
14,Sittwe,13654,7,myanmar2017_demo
0,Buthidaung,1082,8,myanmar2017_demo
0,Cox's Bazar,70584,8,myanmar2017_demo
0,Kyaukpyu,277,8,myanmar2017_demo
0,Kyauktaw,1019,8,myanmar2017_demo
0,Maungdaw,1988,8,myanmar2017_demo
0,Myebon,3940,8,myanmar2017_demo
0,Paletwa,501,8,myanmar2017_demo
0,Pauktaw,2280,8,myanmar2017_demo
0,Ramree,171,8,myanmar2017_demo
0,Rathedaung,2668,8,myanmar2017_demo
0,Sittwe,13430,8,myanmar2017_demo
1,Buthidaung,2444,8,myanmar2017_demo
1,Cox's Bazar,72272,8,myanmar2017_demo
1,Kyaukpyu,260,8,myanmar2017_demo
1,Kyauktaw,2718,8,myanmar2017_demo
1,Maungdaw,1598,8,myanmar2017_demo
1,Myebon,6427,8,myanmar2017_demo
1,Paletwa,1563,8,myanmar2017_demo
