Day,Place,Muslim,run
1,Pauktaw,2315,7
1,Ramree,662,7
1,Rathedaung,4603,7
1,Sittwe,12385,7
2,Buthidaung,3216,7
2,Cox's Bazar,73601,7
2,Kyaukpyu,232,7
2,Kyauktaw,4200,7
2,Maungdaw,1355,7
2,Myebon,6854,7
2,Paletwa,2518,7
2,Pauktaw,2488,7
2,Ramree,1530,7
2,Rathedaung,6159,7
2,Sittwe,11471,7
3,Buthidaung,4032,7
3,Cox's Bazar,75339,7
3,Kyaukpyu,227,7
3,Kyauktaw,5601,7
3,Maungdaw,1376,7
3,Myebon,7214,7
3,Paletwa,3390,7
3,Pauktaw,2712,7
3,Ramree,2597,7
3,Rathedaung,7667,7
3,Sittwe,10740,7
4,Buthidaung,4785,7
4,Cox's Bazar,77083,7
4,Kyaukpyu,218,7
4,Kyauktaw,6916,7
4,Maungdaw,1411,7
4,Myebon,7491,7
4,Paletwa,4283,7
4,Pauktaw,3153,7
4,Ramree,3878,7
4,Rathedaung,8989,7
4,Sittwe,10265,7
5,Buthidaung,5456,7
5,Cox's Bazar,78729,7
5,Kyaukpyu,204,7
5,Kyauktaw,8131,7
5,Maungdaw,1503,7
5,Myebon,7747,7
5,Paletwa,5153,7
5,Pauktaw,3553,7
5,Ramree,5379,7
5,Rathedaung,10130,7
5,Sittwe,9925,7
6,Buthidaung,6312,7
6,Cox's Bazar,80521,7
6,Kyaukpyu,198,7
6,Kyauktaw,9342,7
6,Maungdaw,1730,7
6,Myebon,7944,7
6,Paletwa,5659,7
6,Pauktaw,3994,7
6,Ramree,6993,7
6,Rathedaung,11391,7
6,Sittwe,9745,7
7,Buthidaung,6848,7
7,Cox's Bazar,82273,7
7,Kyaukpyu,191,7
7,Kyauktaw,10561,7
7,Maungdaw,1994,7
7,Myebon,8170,7
7,Paletwa,6310,7
7,Pauktaw,4426,7
7,Ramree,8828,7
7,Rathedaung,12723,7
7,Sittwe,9917,7
8,Buthidaung,7223,7
8,Cox's Bazar,84196,7
8,Kyaukpyu,183,7
8,Kyauktaw,11631,7
8,Maungdaw,2260,7
8,Myebon,8398,7
8,Paletwa,6907,7
8,Pauktaw,4926,7
8,Ramree,10833,7
8,Rathedaung,14099,7
8,Sittwe,10207,7
9,Buthidaung,7616,7
9,Cox's Bazar,86272,7
9,Kyaukpyu,178,7
9,Kyauktaw,12782,7
9,Maungdaw,2460,7
9,Myebon,8691,7
9,Paletwa,7526,7
9,Pauktaw,5367,7
9,Ramree,12925,7
9,Rathedaung,15345,7
9,Sittwe,10620,7
10,Buthidaung,7950,7
10,Cox's Bazar,88316,7
10,Kyaukpyu,168,7
10,Kyauktaw,13929,7
10,Maungdaw,2735,7
10,Myebon,8985,7
10,Paletwa,8120,7
10,Pauktaw,5808,7
10,Ramree,15222,7
10,Rathedaung,16645,7
10,Sittwe,11145,7
11,Buthidaung,8286,7
11,Cox's Bazar,90351,7
11,Kyaukpyu,164,7
11,Kyauktaw,15015,7
11,Maungdaw,2946,7
11,Myebon,9358,7
11,Paletwa,8820,7
11,Pauktaw,6290,7
11,Ramree,17704,7
11,Rathedaung,17789,7
11,Sittwe,11661,7
12,Buthidaung,8597,7
12,Cox's Bazar,92366,7
12,Kyaukpyu,157,7
12,Kyauktaw,16132,7
12,Maungdaw,3177,7
12,Myebon,9664,7
12,Paletwa,9467,7
12,Pauktaw,6794,7
12,Ramree,20333,7
12,Rathedaung,18984,7
12,Sittwe,12208,7
13,Buthidaung,9394,7
13,Cox's Bazar,94394,7
13,Kyaukpyu,148,7
13,Kyauktaw,17096,7
13,Maungdaw,3493,7
13,Myebon,10046,7
13,Paletwa,10447,7
13,Pauktaw,7278,7
13,Ramree,22921,7
13,Rathedaung,20576,7
13,Sittwe,12751,7
14,Buthidaung,9973,7
14,Cox's Bazar,96557,7
14,Kyaukpyu,141,7
14,Kyauktaw,17910,7
14,Maungdaw,3823,7
14,Myebon,10369,7
14,Paletwa,11602,7
14,Pauktaw,7913,7
14,Ramree,25607,7
14,Rathedaung,22433,7
14,Sittwe,13654,7
0,Buthidaung,1082,8
0,Cox's Bazar,70584,8
0,Kyaukpyu,277,8
0,Kyauktaw,1019,8
0,Maungdaw,1988,8
0,Myebon,3940,8
0,Paletwa,501,8
0,Pauktaw,2280,8
0,Ramree,171,8
0,Rathedaung,2668,8
0,Sittwe,13430,8
1,Buthidaung,2444,8
1,Cox's Bazar,72272,8
1,Kyaukpyu,260,8
1,Kyauktaw,2718,8
1,Maungdaw,1598,8
1,Myebon,6427,8
1,Paletwa,1563,8
1,Pauktaw,2291,8
1,Ramree,625,8
1,Rathedaung,4640,8
1,Sittwe,12231,8
2,Buthidaung,3280,8
2,Cox's Bazar,73980,8
2,Kyaukpyu,253,8
2,Kyauktaw,4318,8
2,Maungdaw,1413,8
2,Myebon,6874,8
2,Paletwa,2604,8
2,Pauktaw,2429,8
2,Ramree,1497,8
2,Rathedaung,6110,8
2,Sittwe,11309,8
3,Buthidaung,4070,8
3,Cox's Bazar,75792,8
3,Kyaukpyu,241,8
3,Kyauktaw,5782,8
3,Maungdaw,1443,8
3,Myebon,7171,8
3,Paletwa,3517,8
3,Pauktaw,2763,8
3,Ramree,2592,8
3,Rathedaung,7556,8
3,Sittwe,10498,8
4,Buthidaung,4766,8
4,Cox's Bazar,77471,8
4,Kyaukpyu,230,8
4,Kyauktaw,7084,8
4,Maungdaw,1492,8
4,Myebon,7403,8
4,Paletwa,4355,8
4,Pauktaw,3131,8
4,Ramree,3953,8
4,Rathedaung,8784,8
4,Sittwe,10067,8
5,Buthidaung,5536,8
5,Cox's Bazar,79218,8
5,Kyaukpyu,216,8
5,Kyauktaw,8264,8
5,Maungdaw,1550,8
5,Myebon,7638,8
5,Paletwa,5217,8
5,Pauktaw,3582,8
5,Ramree,5421,8
5,Rathedaung,9872,8
5,Sittwe,9716,8
6,Buthidaung,6292,8
6,Cox's Bazar,80946,8
6,Kyaukpyu,207,8
6,Kyauktaw,9434,8
6,Maungdaw,1784,8
6,Myebon,7874,8
6,Paletwa,5715,8
6,Pauktaw,4045,8
6,Ramree,6932,8
6,Rathedaung,11171,8
6,Sittwe,9488,8
7,Buthidaung,6885,8
7,Cox's Bazar,82599,8
7,Kyaukpyu,191,8
7,Kyauktaw,10633,8
7,Maungdaw,2067,8
7,Myebon,8128,8
7,Paletwa,6349,8
7,Pauktaw,4451,8
7,Ramree,8672,8
7,Rathedaung,12484,8
7,Sittwe,9689,8
8,Buthidaung,7279,8
8,Cox's Bazar,84443,8
8,Kyaukpyu,185,8
8,Kyauktaw,11769,8
8,Maungdaw,2307,8
8,Myebon,8346,8
8,Paletwa,6903,8
8,Pauktaw,4896,8
8,Ramree,10600,8
8,Rathedaung,13751,8
8,Sittwe,10055,8
9,Buthidaung,7652,8
9,Cox's Bazar,86401,8
9,Kyaukpyu,175,8
9,Kyauktaw,12843,8
9,Maungdaw,2529,8
9,Myebon,8574,8
9,Paletwa,7497,8
9,Pauktaw,5429,8
9,Ramree,12682,8
9,Rathedaung,14981,8
9,Sittwe,10441,8
10,Buthidaung,8019,8
10,Cox's Bazar,88404,8
10,Kyaukpyu,168,8
10,Kyauktaw,13912,8
10,Maungdaw,2749,8
10,Myebon,8902,8
10,Paletwa,8084,8
10,Pauktaw,5911,8
10,Ramree,14956,8
10,Rathedaung,16203,8
10,Sittwe,10906,8
11,Buthidaung,8303,8
11,Cox's Bazar,90516,8
11,Kyaukpyu,161,8
11,Kyauktaw,14894,8
11,Maungdaw,2968,8
11,Myebon,9215,8
11,Paletwa,8718,8
11,Pauktaw,6398,8
11,Ramree,17325,8
11,Rathedaung,17406,8
11,Sittwe,11497,8
12,Buthidaung,8630,8
12,Cox's Bazar,92567,8
12,Kyaukpyu,154,8
12,Kyauktaw,15999,8
12,Maungdaw,3165,8
12,Myebon,9608,8
12,Paletwa,9419,8
12,Pauktaw,6868,8
12,Ramree,19831,8
12,Rathedaung,18642,8
12,Sittwe,12011,8
13,Buthidaung,9464,8
13,Cox's Bazar,94612,8
13,Kyaukpyu,149,8
13,Kyauktaw,16883,8
13,Maungdaw,3553,8
13,Myebon,9959,8
13,Paletwa,10353,8
13,Pauktaw,7452,8
13,Ramree,22435,8
13,Rathedaung,20197,8
13,Sittwe,12544,8
14,Buthidaung,9942,8
14,Cox's Bazar,96772,8
14,Kyaukpyu,145,8
14,Kyauktaw,17720,8
14,Maungdaw,3995,8
14,Myebon,10341,8
14,Paletwa,11509,8
14,Pauktaw,8036,8
14,Ramree,25113,8
14,Rathedaung,22204,8
14,Sittwe,13392,8
0,Buthidaung,1097,9
0,Cox's Bazar,70060,9
0,Kyaukpyu,265,9
0,Kyauktaw,1033,9
0,Maungdaw,2039,9
0,Myebon,3878,9
0,Paletwa,568,9
0,Pauktaw,2368,9
0,Ramree,172,9
0,Rathedaung,2697,9
0,Sittwe,13395,9
1,Buthidaung,2450,9
1,Cox's Bazar,71818,9
1,Kyaukpyu,248,9
1,Kyauktaw,2774,9
1,Maungdaw,1699,9
1,Myebon,6431,9
1,Paletwa,1661,9
1,Pauktaw,2378,9
1,Ramree,604,9
1,Rathedaung,4758,9
1,Sittwe,12149,9
2,Buthidaung,3273,9
2,Cox's Bazar,73509,9
2,Kyaukpyu,238,9
2,Kyauktaw,4398,9
2,Maungdaw,1443,9
2,Myebon,6866,9
2,Paletwa,2626,9
2,Pauktaw,2514,9
2,Ramree,1442,9
2,Rathedaung,6527,9
2,Sittwe,11227,9
3,Buthidaung,4116,9
3,Cox's Bazar,75325,9
3,Kyaukpyu,230,9
3,Kyauktaw,5741,9
3,Maungdaw,1499,9
3,Myebon,7233,9
3,Paletwa,3483,9
3,Pauktaw,2732,9
3,Ramree,2523,9
3,Rathedaung,7933,9
3,Sittwe,10591,9
4,Buthidaung,4866,9
4,Cox's Bazar,77066,9
4,Kyaukpyu,221,9
4,Kyauktaw,6956,9
4,Maungdaw,1561,9
4,Myebon,7456,9
4,Paletwa,4343,9
4,Pauktaw,3091,9
4,Ramree,3943,9
4,Rathedaung,9203,9
4,Sittwe,10155,9
5,Buthidaung,5588,9
5,Cox's Bazar,78710,9
5,Kyaukpyu,212,9
5,Kyauktaw,8150,9
5,Maungdaw,1636,9
5,Myebon,7711,9
5,Paletwa,5200,9
5,Pauktaw,3495,9
5,Ramree,5529,9
5,Rathedaung,10385,9
5,Sittwe,9827,9
6,Buthidaung,6425,9
6,Cox's Bazar,80520,9
6,Kyaukpyu,207,9
6,Kyauktaw,9251,9
6,Maungdaw,1866,9
6,Myebon,7920,9
6,Paletwa,5736,9
6,Pauktaw,3901,9
6,Ramree,7139,9
6,Rathedaung,11652,9
6,Sittwe,9591,9
7,Buthidaung,6972,9
7,Cox's Bazar,82231,9
7,Kyaukpyu,201,9
7,Kyauktaw,10466,9
7,Maungdaw,2130,9
7,Myebon,8160,9
7,Paletwa,6365,9
7,Pauktaw,4324,9
7,Ramree,8898,9
7,Rathedaung,12997,9
7,Sittwe,9728,9
8,Buthidaung,7322,9
8,Cox's Bazar,84103,9
8,Kyaukpyu,195,9
8,Kyauktaw,11626,9
8,Maungdaw,2379,9
8,Myebon,8478,9
8,Paletwa,7013,9
8,Pauktaw,4794,9
8,Ramree,10851,9
8,Rathedaung,14344,9
8,Sittwe,10112,9
9,Buthidaung,7651,9
9,Cox's Bazar,86039,9
9,Kyaukpyu,188,9
9,Kyauktaw,12841,9
9,Maungdaw,2616,9
9,Myebon,8799,9
9,Paletwa,7587,9
9,Pauktaw,5199,9
9,Ramree,12904,9
9,Rathedaung,15600,9
9,Sittwe,10611,9
10,Buthidaung,7936,9
10,Cox's Bazar,88041,9
10,Kyaukpyu,176,9
10,Kyauktaw,13978,9
10,Maungdaw,2856,9
10,Myebon,9076,9
10,Paletwa,8238,9
10,Pauktaw,5711,9
10,Ramree,15222,9
10,Rathedaung,16796,9
10,Sittwe,11168,9
11,Buthidaung,8258,9
11,Cox's Bazar,90076,9
11,Kyaukpyu,171,9
11,Kyauktaw,15115,9
11,Maungdaw,3040,9
11,Myebon,9371,9
11,Paletwa,8862,9
11,Pauktaw,6177,9
11,Ramree,17653,9
11,Rathedaung,17987,9
11,Sittwe,11564,9
12,Buthidaung,8531,9
12,Cox's Bazar,92132,9
12,Kyaukpyu,170,9
12,Kyauktaw,16073,9
12,Maungdaw,3224,9
12,Myebon,9683,9
12,Paletwa,9481,9
12,Pauktaw,6796,9
12,Ramree,20243,9
12,Rathedaung,19064,9
12,Sittwe,12196,9
13,Buthidaung,9404,9
13,Cox's Bazar,94135,9
13,Kyaukpyu,165,9
13,Kyauktaw,17039,9
13,Maungdaw,3545,9
13,Myebon,10134,9
13,Paletwa,10557,9
13,Pauktaw,7350,9
13,Ramree,22826,9
13,Rathedaung,20570,9
13,Sittwe,12701,9
14,Buthidaung,9880,9
14,Cox's Bazar,96369,9
14,Kyaukpyu,156,9
14,Kyauktaw,17848,9
14,Maungdaw,3936,9
14,Myebon,10509,9
14,Paletwa,11764,9
14,Pauktaw,8025,9
14,Ramree,25448,9
14,Rathedaung,22383,9
14,Sittwe,13599,9
0,Buthidaung,1119,10
0,Cox's Bazar,70366,10
0,Kyaukpyu,264,10
0,Kyauktaw,1004,10
0,Maungdaw,1992,10
0,Myebon,4003,10
0,Paletwa,560,10
0,Pauktaw,2345,10
0,Ramree,174,10
0,Rathedaung,2629,10
0,Sittwe,13380,10
1,Buthidaung,2415,10
1,Cox's Bazar,72113,10
1,Kyaukpyu,254,10
1,Kyauktaw,2712,10
1,Maungdaw,1617,10
1,Myebon,6644,10
1,Paletwa,1552,10
1,Pauktaw,2352,10
1,Ramree,616,10
1,Rathedaung,4576,10
1,Sittwe,12157,10
2,Buthidaung,3320,10
2,Cox's Bazar,73787,10
2,Kyaukpyu,245,10
2,Kyauktaw,4278,10
2,Maungdaw,1397,10
2,Myebon,7048,10
2,Paletwa,2488,10
2,Pauktaw,2520,10
2,Ramree,1547,10
2,Rathedaung,6197,10
2,Sittwe,11174,10
3,Buthidaung,4109,10
3,Cox's Bazar,75555,10
3,Kyaukpyu,236,10
3,Kyauktaw,5636,10
3,Maungdaw,1459,10
3,Myebon,7345,10
3,Paletwa,3347,10
3,Pauktaw,2751,10
3,Ramree,2659,10
3,Rathedaung,7637,10
3,Sittwe,10576,10
4,Buthidaung,4876,10
4,Cox's Bazar,77281,10
4,Kyaukpyu,223,10
4,Kyauktaw,6879,10
4,Maungdaw,1492,10
4,Myebon,7591,10
4,Paletwa,4225,10
4,Pauktaw,3155,10
4,Ramree,3997,10
4,Rathedaung,8937,10
4,Sittwe,10081,10
5,Buthidaung,5620,10
5,Cox's Bazar,78949,10
5,Kyaukpyu,216,10
5,Kyauktaw,8059,10
5,Maungdaw,1593,10
5,Myebon,7779,10
5,Paletwa,4983,10
5,Pauktaw,3575,10
5,Ramree,5501,10
5,Rathedaung,10048,10
5,Sittwe,9767,10
6,Buthidaung,6445,10
6,Cox's Bazar,80724,10
6,Kyaukpyu,206,10
6,Kyauktaw,9280,10
6,Maungdaw,1791,10
6,Myebon,8000,10
6,Paletwa,5516,10
6,Pauktaw,4025,10
6,Ramree,7056,10
6,Rathedaung,11369,10
6,Sittwe,9551,10
7,Buthidaung,7005,10
7,Cox's Bazar,82418,10
7,Kyaukpyu,191,10
7,Kyauktaw,10512,10
7,Maungdaw,2039,10
7,Myebon,8207,10
7,Paletwa,6087,10
7,Pauktaw,4413,10
7,Ramree,8831,10
7,Rathedaung,12709,10
7,Sittwe,9742,10
8,Buthidaung,7361,10
8,Cox's Bazar,84440,10
8,Kyaukpyu,180,10
8,Kyauktaw,11621,10
8,Maungdaw,2265,10
8,Myebon,8481,10
8,Paletwa,6763,10
8,Pauktaw,4876,10
8,Ramree,10706,10
8,Rathedaung,14065,10
8,Sittwe,10082,10
9,Buthidaung,7713,10
9,Cox's Bazar,86503,10
9,Kyaukpyu,168,10
9,Kyauktaw,12762,10
9,Maungdaw,2470,10
9,Myebon,8818,10
9,Paletwa,7415,10
9,Pauktaw,5334,10
9,Ramree,12835,10
9,Rathedaung,15282,10
9,Sittwe,10503,10
10,Buthidaung,7930,10
10,Cox's Bazar,88513,10
10,Kyaukpyu,158,10
10,Kyauktaw,13779,10
10,Maungdaw,2694,10
10,Myebon,9170,10
10,Paletwa,8080,10
10,Pauktaw,5754,10
10,Ramree,15058,10
10,Rathedaung,16523,10
10,Sittwe,10995,10
11,Buthidaung,8227,10
11,Cox's Bazar,90530,10
11,Kyaukpyu,150,10
11,Kyauktaw,14869,10
11,Maungdaw,2920,10
11,Myebon,9492,10
11,Paletwa,8774,10
11,Pauktaw,6209,10
11,Ramree,17500,10
11,Rathedaung,17658,10
11,Sittwe,11566,10
12,Buthidaung,8527,10
12,Cox's Bazar,92614,10
12,Kyaukpyu,145,10
12,Kyauktaw,15763,10
12,Maungdaw,3188,10
12,Myebon,9868,10
12,Paletwa,9485,10
12,Pauktaw,6759,10
12,Ramree,19993,10
12,Rathedaung,18760,10
12,Sittwe,12119,10
13,Buthidaung,9369,10
13,Cox's Bazar,94652,10
13,Kyaukpyu,138,10
13,Kyauktaw,16671,10
13,Maungdaw,3552,10
13,Myebon,10257,10
13,Paletwa,10474,10
13,Pauktaw,7302,10
13,Ramree,22632,10
13,Rathedaung,20294,10
13,Sittwe,12686,10
14,Buthidaung,9896,10
14,Cox's Bazar,96795,10
14,Kyaukpyu,133,10
14,Kyauktaw,17547,10
14,Maungdaw,3937,10
14,Myebon,10630,10
14,Paletwa,11676,10
14,Pauktaw,7861,10
14,Ramree,25282,10
14,Rathedaung,22144,10
14,Sittwe,13569,10
