Instance,Location,Final_Muslim_Count,Max_Muslim_Count,Avg_Muslim_Count
myanmar2017_demo,Buthidaung,9963.3,9963.3,6276.6466666666665
myanmar2017_demo,Cox's Bazar,96739.2,96739.2,83006.14666666668
myanmar2017_demo,Kyaukpyu,146.1,270.1,202.27333333333328
myanmar2017_demo,Kyauktaw,17603.7,17603.7,10115.613333333335
myanmar2017_demo,Maungdaw,3901.5,3901.5,2301.2599999999998
