Day,Place,Muslim,run
1,Sittwe,12395,7
2,Buthidaung,3259,7
2,Cox's Bazar,73752,7
2,Kyaukpyu,237,7
2,Kyauktaw,4307,7
2,Maungdaw,1519,7
2,Myebon,6853,7
2,Paletwa,2493,7
2,Pauktaw,2529,7
2,Ramree,1468,7
2,Rathedaung,6167,7
2,Sittwe,11490,7
3,Buthidaung,4103,7
3,Cox's Bazar,75469,7
3,Kyaukpyu,231,7
3,Kyauktaw,5651,7
3,Maungdaw,1538,7
3,Myebon,7168,7
3,Paletwa,3332,7
3,Pauktaw,2779,7
3,Ramree,2581,7
3,Rathedaung,7633,7
3,Sittwe,10805,7
4,Buthidaung,4890,7
4,Cox's Bazar,77232,7
4,Kyaukpyu,218,7
4,Kyauktaw,6885,7
4,Maungdaw,1604,7
4,Myebon,7471,7
4,Paletwa,4142,7
4,Pauktaw,3154,7
4,Ramree,3981,7
4,Rathedaung,8966,7
4,Sittwe,10305,7
5,Buthidaung,5605,7
5,Cox's Bazar,78871,7
5,Kyaukpyu,208,7
5,Kyauktaw,8158,7
5,Maungdaw,1692,7
5,Myebon,7743,7
5,Paletwa,4950,7
5,Pauktaw,3533,7
5,Ramree,5427,7
5,Rathedaung,10142,7
5,Sittwe,9882,7
6,Buthidaung,6425,7
6,Cox's Bazar,80574,7
6,Kyaukpyu,200,7
6,Kyauktaw,9383,7
6,Maungdaw,1939,7
6,Myebon,8017,7
6,Paletwa,5461,7
6,Pauktaw,3985,7
6,Ramree,7011,7
6,Rathedaung,11443,7
6,Sittwe,9668,7
7,Buthidaung,7012,7
7,Cox's Bazar,82290,7
7,Kyaukpyu,193,7
7,Kyauktaw,10526,7
7,Maungdaw,2203,7
7,Myebon,8344,7
7,Paletwa,6102,7
7,Pauktaw,4458,7
7,Ramree,8798,7
7,Rathedaung,12810,7
7,Sittwe,9737,7
8,Buthidaung,7387,7
8,Cox's Bazar,84238,7
8,Kyaukpyu,185,7
8,Kyauktaw,11747,7
8,Maungdaw,2453,7
8,Myebon,8599,7
8,Paletwa,6698,7
8,Pauktaw,4923,7
8,Ramree,10746,7
8,Rathedaung,14126,7
8,Sittwe,10051,7
9,Buthidaung,7685,7
9,Cox's Bazar,86220,7
9,Kyaukpyu,172,7
9,Kyauktaw,12968,7
9,Maungdaw,2663,7
9,Myebon,8863,7
9,Paletwa,7332,7
9,Pauktaw,5437,7
9,Ramree,12792,7
9,Rathedaung,15373,7
9,Sittwe,10543,7
10,Buthidaung,8024,7
10,Cox's Bazar,88161,7
10,Kyaukpyu,161,7
10,Kyauktaw,14039,7
10,Maungdaw,2874,7
10,Myebon,9174,7
10,Paletwa,7987,7
10,Pauktaw,5935,7
10,Ramree,15118,7
10,Rathedaung,16516,7
10,Sittwe,11064,7
11,Buthidaung,8322,7
11,Cox's Bazar,90216,7
11,Kyaukpyu,151,7
11,Kyauktaw,15089,7
11,Maungdaw,3099,7
11,Myebon,9413,7
11,Paletwa,8658,7
11,Pauktaw,6429,7
11,Ramree,17572,7
11,Rathedaung,17753,7
11,Sittwe,11671,7
12,Buthidaung,8669,7
12,Cox's Bazar,92286,7
12,Kyaukpyu,144,7
12,Kyauktaw,16203,7
12,Maungdaw,3318,7
12,Myebon,9781,7
12,Paletwa,9233,7
12,Pauktaw,6918,7
12,Ramree,20094,7
12,Rathedaung,18890,7
12,Sittwe,12207,7
13,Buthidaung,9490,7
13,Cox's Bazar,94322,7
13,Kyaukpyu,137,7
13,Kyauktaw,17109,7
13,Maungdaw,3667,7
13,Myebon,10146,7
13,Paletwa,10208,7
13,Pauktaw,7412,7
13,Ramree,22654,7
13,Rathedaung,20394,7
13,Sittwe,12880,7
14,Buthidaung,10044,7
14,Cox's Bazar,96393,7
14,Kyaukpyu,132,7
14,Kyauktaw,17925,7
14,Maungdaw,4064,7
14,Myebon,10510,7
14,Paletwa,11374,7
14,Pauktaw,8074,7
14,Ramree,25402,7
14,Rathedaung,22284,7
14,Sittwe,13686,7
0,Buthidaung,1086,8
0,Cox's Bazar,70295,8
0,Kyaukpyu,271,8
0,Kyauktaw,1013,8
0,Maungdaw,1833,8
0,Myebon,3959,8
0,Paletwa,512,8
0,Pauktaw,2395,8
0,Ramree,144,8
0,Rathedaung,2565,8
0,Sittwe,13333,8
1,Buthidaung,2367,8
1,Cox's Bazar,72085,8
1,Kyaukpyu,258,8
1,Kyauktaw,2658,8
1,Maungdaw,1559,8
1,Myebon,6572,8
1,Paletwa,1575,8
1,Pauktaw,2397,8
1,Ramree,556,8
1,Rathedaung,4539,8
1,Sittwe,12109,8
2,Buthidaung,3193,8
2,Cox's Bazar,73755,8
2,Kyaukpyu,247,8
2,Kyauktaw,4147,8
2,Maungdaw,1389,8
2,Myebon,7049,8
2,Paletwa,2485,8
2,Pauktaw,2542,8
2,Ramree,1460,8
2,Rathedaung,6075,8
2,Sittwe,11215,8
3,Buthidaung,3893,8
3,Cox's Bazar,75450,8
3,Kyaukpyu,237,8
3,Kyauktaw,5561,8
3,Maungdaw,1451,8
3,Myebon,7332,8
3,Paletwa,3310,8
3,Pauktaw,2764,8
3,Ramree,2646,8
3,Rathedaung,7447,8
3,Sittwe,10600,8
4,Buthidaung,4659,8
4,Cox's Bazar,77216,8
4,Kyaukpyu,229,8
4,Kyauktaw,6796,8
4,Maungdaw,1522,8
4,Myebon,7565,8
4,Paletwa,4177,8
4,Pauktaw,3178,8
4,Ramree,3990,8
4,Rathedaung,8772,8
4,Sittwe,10118,8
5,Buthidaung,5341,8
5,Cox's Bazar,78825,8
5,Kyaukpyu,218,8
5,Kyauktaw,8046,8
5,Maungdaw,1616,8
5,Myebon,7787,8
5,Paletwa,5008,8
5,Pauktaw,3617,8
5,Ramree,5464,8
5,Rathedaung,9866,8
5,Sittwe,9826,8
6,Buthidaung,6171,8
6,Cox's Bazar,80655,8
6,Kyaukpyu,203,8
6,Kyauktaw,9310,8
6,Maungdaw,1868,8
6,Myebon,8122,8
6,Paletwa,5474,8
6,Pauktaw,3999,8
6,Ramree,6988,8
6,Rathedaung,11073,8
6,Sittwe,9551,8
7,Buthidaung,6756,8
7,Cox's Bazar,82383,8
7,Kyaukpyu,193,8
7,Kyauktaw,10501,8
7,Maungdaw,2107,8
7,Myebon,8389,8
7,Paletwa,6140,8
7,Pauktaw,4415,8
7,Ramree,8723,8
7,Rathedaung,12445,8
7,Sittwe,9659,8
8,Buthidaung,7091,8
8,Cox's Bazar,84245,8
8,Kyaukpyu,185,8
8,Kyauktaw,11667,8
8,Maungdaw,2336,8
8,Myebon,8671,8
8,Paletwa,6764,8
8,Pauktaw,4888,8
8,Ramree,10657,8
8,Rathedaung,13815,8
8,Sittwe,9951,8
9,Buthidaung,7447,8
9,Cox's Bazar,86234,8
9,Kyaukpyu,181,8
9,Kyauktaw,12758,8
9,Maungdaw,2547,8
9,Myebon,8911,8
9,Paletwa,7369,8
9,Pauktaw,5392,8
9,Ramree,12729,8
9,Rathedaung,15025,8
9,Sittwe,10455,8
10,Buthidaung,7784,8
10,Cox's Bazar,88228,8
10,Kyaukpyu,173,8
10,Kyauktaw,13793,8
10,Maungdaw,2757,8
10,Myebon,9166,8
10,Paletwa,7998,8
10,Pauktaw,5802,8
10,Ramree,15025,8
10,Rathedaung,16210,8
10,Sittwe,11011,8
11,Buthidaung,8010,8
11,Cox's Bazar,90258,8
11,Kyaukpyu,167,8
11,Kyauktaw,14826,8
11,Maungdaw,2967,8
11,Myebon,9463,8
11,Paletwa,8680,8
11,Pauktaw,6330,8
11,Ramree,17517,8
11,Rathedaung,17428,8
11,Sittwe,11555,8
12,Buthidaung,8290,8
12,Cox's Bazar,92224,8
12,Kyaukpyu,162,8
12,Kyauktaw,15727,8
12,Maungdaw,3235,8
12,Myebon,9843,8
12,Paletwa,9319,8
12,Pauktaw,6846,8
12,Ramree,20105,8
12,Rathedaung,18552,8
12,Sittwe,12119,8
13,Buthidaung,9119,8
13,Cox's Bazar,94286,8
13,Kyaukpyu,154,8
13,Kyauktaw,16692,8
13,Maungdaw,3567,8
13,Myebon,10161,8
13,Paletwa,10318,8
13,Pauktaw,7376,8
13,Ramree,22612,8
13,Rathedaung,20122,8
13,Sittwe,12672,8
14,Buthidaung,9574,8
14,Cox's Bazar,96493,8
14,Kyaukpyu,148,8
14,Kyauktaw,17561,8
14,Maungdaw,3988,8
14,Myebon,10462,8
14,Paletwa,11405,8
14,Pauktaw,7991,8
14,Ramree,25358,8
14,Rathedaung,22037,8
14,Sittwe,13619,8
0,Buthidaung,1032,9
0,Cox's Bazar,70406,9
0,Kyaukpyu,251,9
0,Kyauktaw,989,9
0,Maungdaw,1967,9
0,Myebon,3847,9
0,Paletwa,524,9
0,Pauktaw,2338,9
0,Ramree,172,9
0,Rathedaung,2506,9
0,Sittwe,13504,9
1,Buthidaung,2369,9
1,Cox's Bazar,72219,9
1,Kyaukpyu,243,9
1,Kyauktaw,2716,9
1,Maungdaw,1630,9
1,Myebon,6466,9
1,Paletwa,1594,9
1,Pauktaw,2306,9
1,Ramree,604,9
1,Rathedaung,4513,9
1,Sittwe,12182,9
2,Buthidaung,3172,9
2,Cox's Bazar,73940,9
2,Kyaukpyu,232,9
2,Kyauktaw,4284,9
2,Maungdaw,1434,9
2,Myebon,6828,9
2,Paletwa,2550,9
2,Pauktaw,2498,9
2,Ramree,1510,9
2,Rathedaung,6040,9
2,Sittwe,11288,9
3,Buthidaung,3960,9
3,Cox's Bazar,75684,9
3,Kyaukpyu,221,9
3,Kyauktaw,5550,9
3,Maungdaw,1455,9
3,Myebon,7168,9
3,Paletwa,3445,9
3,Pauktaw,2754,9
3,Ramree,2618,9
3,Rathedaung,7491,9
3,Sittwe,10638,9
4,Buthidaung,4763,9
4,Cox's Bazar,77389,9
4,Kyaukpyu,211,9
4,Kyauktaw,6835,9
4,Maungdaw,1518,9
4,Myebon,7457,9
4,Paletwa,4253,9
4,Pauktaw,3112,9
4,Ramree,3974,9
4,Rathedaung,8781,9
4,Sittwe,10087,9
5,Buthidaung,5488,9
5,Cox's Bazar,79032,9
5,Kyaukpyu,204,9
5,Kyauktaw,8089,9
5,Maungdaw,1615,9
5,Myebon,7639,9
5,Paletwa,5109,9
5,Pauktaw,3568,9
5,Ramree,5428,9
5,Rathedaung,9952,9
5,Sittwe,9810,9
6,Buthidaung,6264,9
6,Cox's Bazar,80743,9
6,Kyaukpyu,197,9
6,Kyauktaw,9283,9
6,Maungdaw,1881,9
6,Myebon,7880,9
6,Paletwa,5651,9
6,Pauktaw,3978,9
6,Ramree,7043,9
6,Rathedaung,11279,9
6,Sittwe,9734,9
7,Buthidaung,6831,9
7,Cox's Bazar,82511,9
7,Kyaukpyu,187,9
7,Kyauktaw,10509,9
7,Maungdaw,2116,9
7,Myebon,8146,9
7,Paletwa,6291,9
7,Pauktaw,4438,9
7,Ramree,8811,9
7,Rathedaung,12720,9
7,Sittwe,9879,9
8,Buthidaung,7202,9
8,Cox's Bazar,84463,9
8,Kyaukpyu,178,9
8,Kyauktaw,11689,9
8,Maungdaw,2368,9
8,Myebon,8344,9
8,Paletwa,6906,9
8,Pauktaw,4876,9
8,Ramree,10752,9
8,Rathedaung,14075,9
8,Sittwe,10198,9
9,Buthidaung,7558,9
9,Cox's Bazar,86434,9
9,Kyaukpyu,174,9
9,Kyauktaw,12937,9
9,Maungdaw,2532,9
9,Myebon,8637,9
9,Paletwa,7598,9
9,Pauktaw,5305,9
9,Ramree,12853,9
9,Rathedaung,15317,9
9,Sittwe,10621,9
10,Buthidaung,7820,9
10,Cox's Bazar,88453,9
10,Kyaukpyu,166,9
10,Kyauktaw,14112,9
10,Maungdaw,2751,9
10,Myebon,8966,9
10,Paletwa,8187,9
10,Pauktaw,5746,9
10,Ramree,15113,9
10,Rathedaung,16675,9
10,Sittwe,11106,9
11,Buthidaung,8183,9
11,Cox's Bazar,90477,9
11,Kyaukpyu,157,9
11,Kyauktaw,15098,9
11,Maungdaw,2964,9
11,Myebon,9301,9
11,Paletwa,8855,9
11,Pauktaw,6235,9
11,Ramree,17486,9
11,Rathedaung,17807,9
11,Sittwe,11692,9
12,Buthidaung,8551,9
12,Cox's Bazar,92488,9
12,Kyaukpyu,152,9
12,Kyauktaw,15958,9
12,Maungdaw,3166,9
12,Myebon,9639,9
12,Paletwa,9480,9
12,Pauktaw,6797,9
12,Ramree,20070,9
12,Rathedaung,18871,9
12,Sittwe,12307,9
13,Buthidaung,9376,9
13,Cox's Bazar,94528,9
13,Kyaukpyu,142,9
13,Kyauktaw,16839,9
13,Maungdaw,3523,9
13,Myebon,10022,9
13,Paletwa,10441,9
13,Pauktaw,7350,9
13,Ramree,22574,9
13,Rathedaung,20400,9
13,Sittwe,12927,9
14,Buthidaung,9866,9
14,Cox's Bazar,96732,9
14,Kyaukpyu,134,9
14,Kyauktaw,17660,9
14,Maungdaw,3860,9
14,Myebon,10410,9
14,Paletwa,11653,9
14,Pauktaw,7940,9
14,Ramree,25221,9
14,Rathedaung,22312,9
14,Sittwe,13846,9
0,Buthidaung,1165,10
0,Cox's Bazar,70214,10
0,Kyaukpyu,270,10
0,Kyauktaw,1033,10
0,Maungdaw,1941,10
0,Myebon,3995,10
0,Paletwa,544,10
0,Pauktaw,2350,10
0,Ramree,163,10
0,Rathedaung,2612,10
0,Sittwe,13565,10
1,Buthidaung,2430,10
1,Cox's Bazar,71946,10
1,Kyaukpyu,256,10
1,Kyauktaw,2753,10
1,Maungdaw,1588,10
1,Myebon,6574,10
1,Paletwa,1584,10
1,Pauktaw,2360,10
1,Ramree,591,10
1,Rathedaung,4719,10
1,Sittwe,12317,10
2,Buthidaung,3215,10
2,Cox's Bazar,73637,10
2,Kyaukpyu,239,10
2,Kyauktaw,4317,10
2,Maungdaw,1406,10
2,Myebon,7036,10
2,Paletwa,2500,10
2,Pauktaw,2543,10
2,Ramree,1463,10
2,Rathedaung,6313,10
2,Sittwe,11425,10
3,Buthidaung,4053,10
3,Cox's Bazar,75400,10
3,Kyaukpyu,225,10
3,Kyauktaw,5664,10
3,Maungdaw,1456,10
3,Myebon,7353,10
3,Paletwa,3433,10
3,Pauktaw,2804,10
3,Ramree,2620,10
3,Rathedaung,7712,10
3,Sittwe,10818,10
4,Buthidaung,4866,10
4,Cox's Bazar,77052,10
4,Kyaukpyu,217,10
4,Kyauktaw,6925,10
4,Maungdaw,1525,10
4,Myebon,7593,10
4,Paletwa,4258,10
4,Pauktaw,3173,10
4,Ramree,4038,10
4,Rathedaung,8984,10
4,Sittwe,10212,10
5,Buthidaung,5594,10
5,Cox's Bazar,78738,10
5,Kyaukpyu,212,10
5,Kyauktaw,8165,10
5,Maungdaw,1599,10
5,Myebon,7832,10
5,Paletwa,5097,10
5,Pauktaw,3599,10
5,Ramree,5613,10
5,Rathedaung,10214,10
5,Sittwe,9823,10
6,Buthidaung,6405,10
6,Cox's Bazar,80522,10
6,Kyaukpyu,208,10
6,Kyauktaw,9402,10
6,Maungdaw,1806,10
6,Myebon,8038,10
6,Paletwa,5601,10
6,Pauktaw,4012,10
6,Ramree,7228,10
6,Rathedaung,11429,10
6,Sittwe,9684,10
7,Buthidaung,6990,10
7,Cox's Bazar,82209,10
7,Kyaukpyu,198,10
7,Kyauktaw,10540,10
7,Maungdaw,2066,10
7,Myebon,8260,10
7,Paletwa,6137,10
7,Pauktaw,4498,10
7,Ramree,9010,10
7,Rathedaung,12806,10
7,Sittwe,9866,10
8,Buthidaung,7367,10
8,Cox's Bazar,84016,10
8,Kyaukpyu,191,10
8,Kyauktaw,11716,10
8,Maungdaw,2340,10
8,Myebon,8605,10
8,Paletwa,6776,10
8,Pauktaw,4974,10
8,Ramree,10997,10
8,Rathedaung,14097,10
8,Sittwe,10055,10
9,Buthidaung,7662,10
9,Cox's Bazar,86082,10
9,Kyaukpyu,186,10
9,Kyauktaw,12818,10
9,Maungdaw,2592,10
9,Myebon,8893,10
9,Paletwa,7333,10
9,Pauktaw,5343,10
9,Ramree,13125,10
9,Rathedaung,15431,10
9,Sittwe,10477,10
10,Buthidaung,8050,10
10,Cox's Bazar,88131,10
10,Kyaukpyu,178,10
10,Kyauktaw,13891,10
10,Maungdaw,2834,10
10,Myebon,9174,10
10,Paletwa,8006,10
10,Pauktaw,5752,10
10,Ramree,15491,10
10,Rathedaung,16657,10
10,Sittwe,10967,10
11,Buthidaung,8340,10
11,Cox's Bazar,90222,10
11,Kyaukpyu,171,10
11,Kyauktaw,14959,10
11,Maungdaw,3040,10
11,Myebon,9513,10
11,Paletwa,8595,10
11,Pauktaw,6220,10
11,Ramree,17994,10
11,Rathedaung,17825,10
11,Sittwe,11556,10
12,Buthidaung,8642,10
12,Cox's Bazar,92307,10
12,Kyaukpyu,161,10
12,Kyauktaw,15924,10
12,Maungdaw,3220,10
12,Myebon,9850,10
12,Paletwa,9280,10
12,Pauktaw,6685,10
12,Ramree,20636,10
12,Rathedaung,19039,10
12,Sittwe,12111,10
13,Buthidaung,9452,10
13,Cox's Bazar,94369,10
13,Kyaukpyu,155,10
13,Kyauktaw,16786,10
13,Maungdaw,3562,10
13,Myebon,10168,10
13,Paletwa,10267,10
13,Pauktaw,7237,10
13,Ramree,23372,10
13,Rathedaung,20556,10
13,Sittwe,12680,10
14,Buthidaung,9961,10
14,Cox's Bazar,96586,10
14,Kyaukpyu,148,10
14,Kyauktaw,17637,10
14,Maungdaw,3940,10
14,Myebon,10538,10
14,Paletwa,11445,10
14,Pauktaw,7870,10
14,Ramree,26024,10
14,Rathedaung,22351,10
14,Sittwe,13699,10
